onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	4254680.001740	0.000000
42	9	3	stimulus	2480855.014628	0.000000
51	9	4	stimulus	4587559.011491	0.000000
60	9	5	stimulus	2439033.006549	0.000000
69	9	6	stimulus	2226429.012778	0.000000
78	9	7	stimulus	3837869.003611	0.000000
87	9	8	stimulus	3837869.003611	88.396863
96	9	9	stimulus	4313503.023211	0.000000
105	9	10	stimulus	3602883.010003	0.000000
114	9	11	stimulus	3665924.049231	0.000000
123	9	12	stimulus	1770393.028281	0.000000
132	9	13	stimulus	7734017.018410	0.000000
141	9	14	stimulus	3483823.015156	0.000000
150	9	15	stimulus	4146614.007893	0.000000
159	9	16	stimulus	4412416.011267	0.000000
168	9	17	stimulus	2346627.005663	0.000000
177	9	18	stimulus	4591713.007167	0.000000
186	9	19	stimulus	2841315.022761	0.000000
195	9	20	stimulus	3512147.005054	0.000000
204	9	21	stimulus	7756951.018174	0.000000
213	9	22	stimulus	3649909.011709	0.000000
222	9	23	stimulus	2802215.019473	0.000000
231	9	24	stimulus	4376876.007775	0.000000
240	9	25	stimulus	1664990.000065	0.000000
249	9	26	stimulus	3924679.009022	0.000000
258	9	27	stimulus	3924679.009022	259.034380
267	9	28	stimulus	3815615.021684	0.000000
276	9	29	stimulus	2843158.002978	0.000000
285	9	30	stimulus	2068974.006018	0.000000
294	9	31	stimulus	4225987.007933	0.000000
303	9	32	stimulus	2799175.015904	0.000000
312	9	33	stimulus	2503517.012142	0.000000
321	9	34	stimulus	3209910.026897	0.000000
330	9	35	stimulus	3397947.009823	0.000000
339	9	36	stimulus	3400231.004196	0.000000
348	9	37	stimulus	3261776.031671	0.000000
357	9	38	stimulus	4154565.010692	0.000000
366	9	39	stimulus	4154565.010692	367.063103
375	9	40	stimulus	2814860.035555	0.000000
384	9	41	stimulus	4090263.005363	0.000000
393	9	42	stimulus	1970164.030420	0.000000
402	9	43	stimulus	3607659.008657	0.000000
411	9	44	stimulus	3607659.008657	412.231802
420	9	45	stimulus	2769748.033148	0.000000
429	9	46	stimulus	3918737.011347	0.000000
438	9	47	stimulus	3918737.011347	439.043112
447	9	48	stimulus	3085013.020689	0.000000
456	9	49	stimulus	11978233.026590	0.000000
465	9	50	stimulus	3038480.000279	0.000000
474	9	51	stimulus	3609235.004455	0.000000
483	9	52	stimulus	2974003.004448	0.000000
492	9	53	stimulus	3496296.004945	0.000000
501	9	54	stimulus	4477387.004979	0.000000
510	9	55	stimulus	3612010.009076	0.000000
519	9	56	stimulus	1768244.007012	0.000000
528	6	57	rest	n/a	0.000000
