onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3623556.012791	0.000000
42	9	3	stimulus	2692877.010393	0.000000
51	9	4	stimulus	2692877.010393	52.288102
60	9	5	stimulus	3792782.016817	0.000000
69	9	6	stimulus	1639765.022407	0.000000
78	9	7	stimulus	1704323.005092	0.000000
87	9	8	stimulus	4555897.030092	0.000000
96	9	9	stimulus	3445777.010782	0.000000
105	9	10	stimulus	2055803.007345	0.000000
114	9	11	stimulus	2391049.003228	0.000000
123	9	12	stimulus	2374451.014233	0.000000
132	9	13	stimulus	2317335.014310	0.000000
141	9	14	stimulus	3642806.006122	0.000000
150	9	15	stimulus	3642806.006122	157.498684
159	9	16	stimulus	3063599.004061	0.000000
168	9	17	stimulus	4409806.005820	0.000000
177	9	18	stimulus	3646296.007798	0.000000
186	9	19	stimulus	3425413.020014	0.000000
195	9	20	stimulus	2445715.010261	0.000000
204	9	21	stimulus	3467796.000862	0.000000
213	9	22	stimulus	3982430.037727	0.000000
222	9	23	stimulus	3394916.019217	0.000000
231	9	24	stimulus	3436182.003357	0.000000
240	9	25	stimulus	12596148.006386	0.000000
249	9	26	stimulus	1726692.018809	0.000000
258	9	27	stimulus	1726692.018809	259.041677
267	9	28	stimulus	2054036.012238	0.000000
276	9	29	stimulus	4070727.031219	0.000000
285	9	30	stimulus	4255586.000626	0.000000
294	9	31	stimulus	1944390.019988	0.000000
303	9	32	stimulus	4612026.000770	0.000000
312	9	33	stimulus	1645776.009576	0.000000
321	9	34	stimulus	3255030.007581	0.000000
330	9	35	stimulus	3255030.007581	331.037744
339	9	36	stimulus	4180888.004820	0.000000
348	9	37	stimulus	4401680.024985	0.000000
357	9	38	stimulus	3472535.008251	0.000000
366	9	39	stimulus	2084071.028249	0.000000
375	9	40	stimulus	2084071.028249	0.000000
384	9	41	stimulus	3544143.008694	0.000000
393	9	42	stimulus	1787835.012357	0.000000
402	9	43	stimulus	4233124.017123	0.000000
411	9	44	stimulus	2800213.003108	0.000000
420	9	45	stimulus	7734744.005146	0.000000
429	9	46	stimulus	2808440.019589	0.000000
438	9	47	stimulus	3886762.010969	0.000000
447	9	48	stimulus	2472293.024267	0.000000
456	9	49	stimulus	2481823.013867	0.000000
465	9	50	stimulus	2998003.006262	0.000000
474	9	51	stimulus	1772222.012097	0.000000
483	9	52	stimulus	4442441.007248	0.000000
492	9	53	stimulus	13111881.009170	0.000000
501	9	54	stimulus	3335030.026098	0.000000
510	9	55	stimulus	4320973.012980	0.000000
519	9	56	stimulus	4123740.013353	0.000000
528	6	57	rest	n/a	0.000000
