onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	4612026.005059	0.000000
42	9	3	stimulus	3085013.023800	0.000000
51	9	4	stimulus	4168199.010897	0.000000
60	9	5	stimulus	2841315.010982	0.000000
69	9	6	stimulus	3512147.033515	0.000000
78	9	7	stimulus	2814860.012908	0.000000
87	9	8	stimulus	2814860.012908	88.038804
96	9	9	stimulus	2236241.007166	0.000000
105	9	10	stimulus	3602883.008804	0.000000
114	9	11	stimulus	3209910.029141	0.000000
123	9	12	stimulus	4419073.011195	0.000000
132	9	13	stimulus	2943871.003559	0.000000
141	9	14	stimulus	3792782.005665	0.000000
150	9	15	stimulus	2391049.004569	0.000000
159	9	16	stimulus	3607659.007355	0.000000
168	9	17	stimulus	2885462.013911	0.000000
177	9	18	stimulus	3436182.012885	0.000000
186	9	19	stimulus	3746005.007486	0.000000
195	9	20	stimulus	2439033.004722	0.000000
204	9	21	stimulus	2439033.004722	205.037714
213	9	22	stimulus	1944390.021065	0.000000
222	9	23	stimulus	4272054.056965	0.000000
231	9	24	stimulus	3609235.007270	0.000000
240	9	25	stimulus	1645776.009743	0.000000
249	9	26	stimulus	2503517.004892	0.000000
258	9	27	stimulus	4146614.006366	0.000000
267	9	28	stimulus	4591713.004821	0.000000
276	9	29	stimulus	4373894.022727	0.000000
285	9	30	stimulus	4477387.001527	0.000000
294	9	31	stimulus	3886762.021877	0.000000
303	9	32	stimulus	4313503.017853	0.000000
312	9	33	stimulus	2508213.013464	0.000000
321	9	34	stimulus	3612010.002887	0.000000
330	9	35	stimulus	2481823.018421	0.000000
339	9	36	stimulus	3743279.008976	0.000000
348	9	37	stimulus	2374451.017284	0.000000
357	9	38	stimulus	2374451.017284	358.051888
366	9	39	stimulus	4154565.013637	0.000000
375	9	40	stimulus	4273569.014844	0.000000
384	9	41	stimulus	4255586.000878	0.000000
393	9	42	stimulus	4398044.016414	0.000000
402	9	43	stimulus	2480855.013432	0.000000
411	9	44	stimulus	2480855.013432	411.526230
420	9	45	stimulus	3815615.029630	0.000000
429	9	46	stimulus	3496296.014487	0.000000
438	9	47	stimulus	4401680.028024	0.000000
447	9	48	stimulus	4225987.005124	0.000000
456	9	49	stimulus	4376876.014622	0.000000
465	9	50	stimulus	1768244.009298	0.000000
474	9	51	stimulus	1770393.010195	0.000000
483	9	52	stimulus	4090263.016066	0.000000
492	9	53	stimulus	3950228.032200	0.000000
501	9	54	stimulus	4555897.023902	0.000000
510	9	55	stimulus	3359137.039086	0.000000
519	9	56	stimulus	3359137.039086	520.035606
528	6	57	rest	n/a	0.000000
