onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3815615.019824	0.000000
42	9	3	stimulus	7756951.017656	0.000000
51	9	4	stimulus	2055803.006095	0.000000
60	9	5	stimulus	3255030.018182	0.000000
69	9	6	stimulus	2445715.013221	0.000000
78	9	7	stimulus	1877134.010662	0.000000
87	9	8	stimulus	2374451.012720	0.000000
96	9	9	stimulus	7734017.011666	0.000000
105	9	10	stimulus	7734017.011666	106.475149
114	9	11	stimulus	4254680.000043	0.000000
123	9	12	stimulus	2508213.013042	0.000000
132	9	13	stimulus	2472293.003508	0.000000
141	9	14	stimulus	2472293.003508	142.140356
150	9	15	stimulus	4113406.013944	0.000000
159	9	16	stimulus	2068974.000106	0.000000
168	9	17	stimulus	12582231.044661	0.000000
177	9	18	stimulus	1639765.037122	0.000000
186	9	19	stimulus	3345487.002612	0.000000
195	9	20	stimulus	4313503.023067	0.000000
204	9	21	stimulus	2481823.020882	0.000000
213	9	22	stimulus	11978233.041489	0.000000
222	9	23	stimulus	2802215.013634	0.000000
231	9	24	stimulus	2802215.013634	235.043136
240	9	25	stimulus	3790512.012009	0.000000
249	9	26	stimulus	4180888.004080	0.000000
258	9	27	stimulus	3649909.013625	0.000000
267	9	28	stimulus	4497801.008739	0.000000
276	9	29	stimulus	4090263.030280	0.000000
285	9	30	stimulus	1664990.007133	0.000000
294	9	31	stimulus	1664990.007133	295.034715
303	9	32	stimulus	2226429.017165	0.000000
312	9	33	stimulus	2226429.017165	313.041781
321	9	34	stimulus	4401680.022803	0.000000
330	9	35	stimulus	3209910.013490	0.000000
339	9	36	stimulus	3472535.000283	0.000000
348	9	37	stimulus	2998003.004611	0.000000
357	9	38	stimulus	2233338.009484	0.000000
366	9	39	stimulus	1787835.010392	0.000000
375	9	40	stimulus	2439033.015634	0.000000
384	9	41	stimulus	1784675.014624	0.000000
393	9	42	stimulus	2841315.012821	0.000000
402	9	43	stimulus	3950228.016044	0.000000
411	9	44	stimulus	3494278.022114	0.000000
420	9	45	stimulus	3394916.033757	420.059930
429	9	46	stimulus	4409515.005752	0.000000
438	9	47	stimulus	1518878.005958	0.000000
447	9	48	stimulus	3187595.006454	0.000000
456	9	49	stimulus	2432983.031019	0.000000
465	9	50	stimulus	4442312.011854	472.378136
474	9	51	stimulus	2943871.011050	0.000000
483	9	52	stimulus	4398044.018539	0.000000
492	9	53	stimulus	3793489.008932	0.000000
501	9	54	stimulus	3642806.017261	0.000000
510	9	55	stimulus	3760671.012753	0.000000
519	9	56	stimulus	3085219.005599	0.000000
528	6	57	rest	n/a	0.000000
