onset	duration	trial_no	event_type	category_id	category_name	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	3	2	cue	2950256	n02950256	21	52.253374	5.0
36	15	2	imagery	2950256	n02950256	21	52.253374	5.0
51	3	2	evaluation	2950256	n02950256	21	52.253374	5.0
54	3	2	inter_rest	2950256	n02950256	21	52.253374	5.0
57	3	3	cue	2797295	n02797295	17	76.258238	5.0
60	15	3	imagery	2797295	n02797295	17	76.258238	5.0
75	3	3	evaluation	2797295	n02797295	17	76.258238	5.0
78	3	3	inter_rest	2797295	n02797295	17	76.258238	5.0
81	3	4	cue	3455488	n03455488	31	100.336923	5.0
84	15	4	imagery	3455488	n03455488	31	100.336923	5.0
99	3	4	evaluation	3455488	n03455488	31	100.336923	5.0
102	3	4	inter_rest	3455488	n03455488	31	100.336923	5.0
105	3	5	cue	1858441	n01858441	5	125.479649	4.0
108	15	5	imagery	1858441	n01858441	5	125.479649	4.0
123	3	5	evaluation	1858441	n01858441	5	125.479649	4.0
126	3	5	inter_rest	1858441	n01858441	5	125.479649	4.0
129	3	6	cue	2951358	n02951358	22	n/a	1.0
132	15	6	imagery	2951358	n02951358	22	n/a	1.0
147	3	6	evaluation	2951358	n02951358	22	n/a	1.0
150	3	6	inter_rest	2951358	n02951358	22	n/a	1.0
153	3	7	cue	1846331	n01846331	4	n/a	1.0
156	15	7	imagery	1846331	n01846331	4	n/a	1.0
171	3	7	evaluation	1846331	n01846331	4	n/a	1.0
174	3	7	inter_rest	1846331	n01846331	4	n/a	1.0
177	3	8	cue	3237416	n03237416	26	196.525184	5.0
180	15	8	imagery	3237416	n03237416	26	196.525184	5.0
195	3	8	evaluation	3237416	n03237416	26	196.525184	5.0
198	3	8	inter_rest	3237416	n03237416	26	196.525184	5.0
201	3	9	cue	4210120	n04210120	42	222.809579	5.0
204	15	9	imagery	4210120	n04210120	42	222.809579	5.0
219	3	9	evaluation	4210120	n04210120	42	222.809579	5.0
222	3	9	inter_rest	4210120	n04210120	42	222.809579	5.0
225	3	10	cue	3716966	n03716966	37	244.012783	4.0
228	15	10	imagery	3716966	n03716966	37	244.012783	4.0
243	3	10	evaluation	3716966	n03716966	37	244.012783	4.0
246	3	10	inter_rest	3716966	n03716966	37	244.012783	4.0
249	3	11	cue	2437971	n02437971	15	270.239379	4.0
252	15	11	imagery	2437971	n02437971	15	270.239379	4.0
267	3	11	evaluation	2437971	n02437971	15	270.239379	4.0
270	3	11	inter_rest	2437971	n02437971	15	270.239379	4.0
273	3	12	cue	3272010	n03272010	27	292.465145	4.0
276	15	12	imagery	3272010	n03272010	27	292.465145	4.0
291	3	12	evaluation	3272010	n03272010	27	292.465145	4.0
294	3	12	inter_rest	3272010	n03272010	27	292.465145	4.0
297	3	13	cue	4297750	n04297750	45	316.524877	5.0
300	15	13	imagery	4297750	n04297750	45	316.524877	5.0
315	3	13	evaluation	4297750	n04297750	45	316.524877	5.0
318	3	13	inter_rest	4297750	n04297750	45	316.524877	5.0
321	3	14	cue	2690373	n02690373	16	340.818272	5.0
324	15	14	imagery	2690373	n02690373	16	340.818272	5.0
339	3	14	evaluation	2690373	n02690373	16	340.818272	5.0
342	3	14	inter_rest	2690373	n02690373	16	340.818272	5.0
345	3	15	cue	3584254	n03584254	34	364.361507	5.0
348	15	15	imagery	3584254	n03584254	34	364.361507	5.0
363	3	15	evaluation	3584254	n03584254	34	364.361507	5.0
366	3	15	inter_rest	3584254	n03584254	34	364.361507	5.0
369	3	16	cue	2416519	n02416519	13	388.122767	5.0
372	15	16	imagery	2416519	n02416519	13	388.122767	5.0
387	3	16	evaluation	2416519	n02416519	13	388.122767	5.0
390	3	16	inter_rest	2416519	n02416519	13	388.122767	5.0
393	3	17	cue	1943899	n01943899	6	412.784449	5.0
396	15	17	imagery	1943899	n01943899	6	412.784449	5.0
411	3	17	evaluation	1943899	n01943899	6	412.784449	5.0
414	3	17	inter_rest	1943899	n01943899	6	412.784449	5.0
417	3	18	cue	3761084	n03761084	38	436.209358	5.0
420	15	18	imagery	3761084	n03761084	38	436.209358	5.0
435	3	18	evaluation	3761084	n03761084	38	436.209358	5.0
438	3	18	inter_rest	3761084	n03761084	38	436.209358	5.0
441	3	19	cue	3710193	n03710193	36	460.551800	5.0
444	15	19	imagery	3710193	n03710193	36	460.551800	5.0
459	3	19	evaluation	3710193	n03710193	36	460.551800	5.0
462	3	19	inter_rest	3710193	n03710193	36	460.551800	5.0
465	3	20	cue	3954393	n03954393	41	484.095140	5.0
468	15	20	imagery	3954393	n03954393	41	484.095140	5.0
483	3	20	evaluation	3954393	n03954393	41	484.095140	5.0
486	3	20	inter_rest	3954393	n03954393	41	484.095140	5.0
489	3	21	cue	2437136	n02437136	14	508.738389	4.0
492	15	21	imagery	2437136	n02437136	14	508.738389	4.0
507	3	21	evaluation	2437136	n02437136	14	508.738389	4.0
510	3	21	inter_rest	2437136	n02437136	14	508.738389	4.0
513	3	22	cue	4572121	n04572121	50	532.231691	5.0
516	15	22	imagery	4572121	n04572121	50	532.231691	5.0
531	3	22	evaluation	4572121	n04572121	50	532.231691	5.0
534	3	22	inter_rest	4572121	n04572121	50	532.231691	5.0
537	3	23	cue	3064758	n03064758	23	556.492069	5.0
540	15	23	imagery	3064758	n03064758	23	556.492069	5.0
555	3	23	evaluation	3064758	n03064758	23	556.492069	5.0
558	3	23	inter_rest	3064758	n03064758	23	556.492069	5.0
561	3	24	cue	3626115	n03626115	35	581.001756	5.0
564	15	24	imagery	3626115	n03626115	35	581.001756	5.0
579	3	24	evaluation	3626115	n03626115	35	581.001756	5.0
582	3	24	inter_rest	3626115	n03626115	35	581.001756	5.0
585	3	25	cue	3452741	n03452741	30	603.912446	4.0
588	15	25	imagery	3452741	n03452741	30	603.912446	4.0
603	3	25	evaluation	3452741	n03452741	30	603.912446	4.0
606	3	25	inter_rest	3452741	n03452741	30	603.912446	4.0
609	3	26	cue	1621127	n01621127	2	628.272588	5.0
612	15	26	imagery	1621127	n01621127	2	628.272588	5.0
627	3	26	evaluation	1621127	n01621127	2	628.272588	5.0
630	3	26	inter_rest	1621127	n01621127	2	628.272588	5.0
633	6	27	rest	n/a	n/a	n/a	n/a	n/a
