onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n03815615_19824.JPEG	0.000000
42	9	3	stimulus	n07756951_17656.JPEG	0.000000
51	9	4	stimulus	n02055803_6095.JPEG	0.000000
60	9	5	stimulus	n03255030_18182.JPEG	0.000000
69	9	6	stimulus	n02445715_13221.JPEG	0.000000
78	9	7	stimulus	n01877134_10662.JPEG	0.000000
87	9	8	stimulus	n02374451_12720.JPEG	0.000000
96	9	9	stimulus	n07734017_11666.JPEG	0.000000
105	9	10	stimulus	n07734017_11666.JPEG	107.309626
114	9	11	stimulus	n04254680_43.JPEG	0.000000
123	9	12	stimulus	n02508213_13042.JPEG	0.000000
132	9	13	stimulus	n02472293_3508.JPEG	0.000000
141	9	14	stimulus	n02472293_3508.JPEG	143.305750
150	9	15	stimulus	n04113406_13944.JPEG	0.000000
159	9	16	stimulus	n02068974_106.JPEG	0.000000
168	9	17	stimulus	n12582231_44661.JPEG	0.000000
177	9	18	stimulus	n01639765_37122.JPEG	0.000000
186	9	19	stimulus	n03345487_2612.JPEG	0.000000
195	9	20	stimulus	n04313503_23067.JPEG	0.000000
204	9	21	stimulus	n02481823_20882.JPEG	0.000000
213	9	22	stimulus	n11978233_41489.JPEG	0.000000
222	9	23	stimulus	n02802215_13634.JPEG	0.000000
231	9	24	stimulus	n02802215_13634.JPEG	233.326798
240	9	25	stimulus	n03790512_12009.JPEG	0.000000
249	9	26	stimulus	n04180888_4080.JPEG	0.000000
258	9	27	stimulus	n03649909_13625.JPEG	0.000000
267	9	28	stimulus	n04497801_8739.JPEG	0.000000
276	9	29	stimulus	n04090263_30280.JPEG	0.000000
285	9	30	stimulus	n01664990_7133.JPEG	0.000000
294	9	31	stimulus	n01664990_7133.JPEG	296.305236
303	9	32	stimulus	n02226429_17165.JPEG	0.000000
312	9	33	stimulus	n02226429_17165.JPEG	314.227152
321	9	34	stimulus	n04401680_22803.JPEG	0.000000
330	9	35	stimulus	n03209910_13490.JPEG	0.000000
339	9	36	stimulus	n03472535_283.JPEG	0.000000
348	9	37	stimulus	n02998003_4611.JPEG	0.000000
357	9	38	stimulus	n02233338_9484.JPEG	0.000000
366	9	39	stimulus	n01787835_10392.JPEG	0.000000
375	9	40	stimulus	n02439033_15634.JPEG	0.000000
384	9	41	stimulus	n01784675_14624.JPEG	0.000000
393	9	42	stimulus	n02841315_12821.JPEG	0.000000
402	9	43	stimulus	n03950228_16044.JPEG	0.000000
411	9	44	stimulus	n03494278_22114.JPEG	0.000000
420	9	45	stimulus	n03394916_33757.JPEG	0.000000
429	9	46	stimulus	n04409515_5752.JPEG	0.000000
438	9	47	stimulus	n01518878_5958.JPEG	0.000000
447	9	48	stimulus	n03187595_6454.JPEG	0.000000
456	9	49	stimulus	n02432983_31019.JPEG	0.000000
465	9	50	stimulus	n04442312_11854.JPEG	0.000000
474	9	51	stimulus	n02943871_11050.JPEG	0.000000
483	9	52	stimulus	n04398044_18539.JPEG	0.000000
492	9	53	stimulus	n03793489_8932.JPEG	0.000000
501	9	54	stimulus	n03642806_17261.JPEG	0.000000
510	9	55	stimulus	n03760671_12753.JPEG	0.000000
519	9	56	stimulus	n03085219_5599.JPEG	0.000000
528	6	57	rest	n/a	0.000000
