onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n03400231_13472.JPEG	0.000000
42	9	3	stimulus	n04086273_22571.JPEG	0.000000
51	9	4	stimulus	n03544143_3031.JPEG	0.000000
60	9	5	stimulus	n03646296_4808.JPEG	0.000000
69	9	6	stimulus	n02843158_9764.JPEG	0.000000
78	9	7	stimulus	n02131653_10825.JPEG	0.000000
87	9	8	stimulus	n03494278_42246.JPEG	0.000000
96	9	9	stimulus	n03837869_6421.JPEG	0.000000
105	9	10	stimulus	n03541923_4023.JPEG	0.000000
114	9	11	stimulus	n04146614_10473.JPEG	0.000000
123	9	12	stimulus	n03918737_27172.JPEG	0.000000
132	9	13	stimulus	n02841315_35046.JPEG	0.000000
141	9	14	stimulus	n04587559_7411.JPEG	0.000000
150	9	15	stimulus	n03642806_13072.JPEG	0.000000
159	9	16	stimulus	n03746005_4198.JPEG	0.000000
168	9	17	stimulus	n01768244_9890.JPEG	0.000000
177	9	18	stimulus	n07756951_17047.JPEG	0.000000
186	9	19	stimulus	n04225987_13452.JPEG	0.000000
195	9	20	stimulus	n02882647_13757.JPEG	0.000000
204	9	21	stimulus	n02882647_13757.JPEG	205.028766
213	9	22	stimulus	n03607659_3955.JPEG	0.000000
222	9	23	stimulus	n02800213_8939.JPEG	0.000000
231	9	24	stimulus	n01770393_21218.JPEG	0.000000
240	9	25	stimulus	n04090263_24512.JPEG	0.000000
249	9	26	stimulus	n02236241_8966.JPEG	0.000000
258	9	27	stimulus	n04376876_10149.JPEG	0.000000
267	9	28	stimulus	n02226429_11460.JPEG	0.000000
276	9	29	stimulus	n02432983_16049.JPEG	0.000000
285	9	30	stimulus	n03079230_13074.JPEG	0.000000
294	9	31	stimulus	n04180888_1515.JPEG	0.000000
303	9	32	stimulus	n12596148_7468.JPEG	0.000000
312	9	33	stimulus	n04272054_38478.JPEG	0.000000
321	9	34	stimulus	n04272054_38478.JPEG	322.362389
330	9	35	stimulus	n04255586_449.JPEG	0.000000
339	9	36	stimulus	n04409515_8358.JPEG	0.000000
348	9	37	stimulus	n03394916_41444.JPEG	0.000000
357	9	38	stimulus	n04497801_760.JPEG	0.000000
366	9	39	stimulus	n03886762_7939.JPEG	0.000000
375	9	40	stimulus	n03886762_7939.JPEG	376.101316
384	9	41	stimulus	n02233338_13505.JPEG	0.000000
393	9	42	stimulus	n03187595_5735.JPEG	0.000000
402	9	43	stimulus	n02391049_7263.JPEG	0.000000
411	9	44	stimulus	n02508213_5695.JPEG	0.000000
420	9	45	stimulus	n04123740_15423.JPEG	0.000000
429	9	46	stimulus	n01772222_12605.JPEG	0.000000
438	9	47	stimulus	n01772222_12605.JPEG	444.045310
447	9	48	stimulus	n04373894_43971.JPEG	0.000000
456	9	49	stimulus	n01784675_22328.JPEG	0.000000
465	9	50	stimulus	n02808440_43249.JPEG	0.000000
474	9	51	stimulus	n02054036_19199.JPEG	0.000000
483	9	52	stimulus	n03602883_22505.JPEG	0.000000
492	9	53	stimulus	n03472535_10217.JPEG	0.000000
501	9	54	stimulus	n03472535_10217.JPEG	0.000000
510	9	55	stimulus	n02439033_17123.JPEG	0.000000
519	9	56	stimulus	n03335030_54164.JPEG	0.000000
528	6	57	rest	n/a	0.000000
