onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n03649909_16050.JPEG	0.000000
42	9	3	stimulus	n03649909_16050.JPEG	44.239793
51	9	4	stimulus	n02808440_15163.JPEG	0.000000
60	9	5	stimulus	n03397947_8954.JPEG	0.000000
69	9	6	stimulus	n04044716_8619.JPEG	0.000000
78	9	7	stimulus	n03425413_20974.JPEG	0.000000
87	9	8	stimulus	n02445715_3558.JPEG	0.000000
96	9	9	stimulus	n01664990_19129.JPEG	0.000000
105	9	10	stimulus	n01784675_20773.JPEG	0.000000
114	9	11	stimulus	n03623556_17722.JPEG	0.000000
123	9	12	stimulus	n02766534_18271.JPEG	0.000000
132	9	13	stimulus	n01787835_13122.JPEG	0.000000
141	9	14	stimulus	n01787835_13122.JPEG	143.129000
150	9	15	stimulus	n03790512_41520.JPEG	0.000000
159	9	16	stimulus	n04482393_13270.JPEG	0.000000
168	9	17	stimulus	n04482393_13270.JPEG	170.223371
177	9	18	stimulus	n04497801_11780.JPEG	0.000000
186	9	19	stimulus	n03982430_26431.JPEG	0.000000
195	9	20	stimulus	n03544143_18625.JPEG	0.000000
204	9	21	stimulus	n03335030_41867.JPEG	0.000000
213	9	22	stimulus	n03187595_3646.JPEG	0.000000
222	9	23	stimulus	n02317335_30508.JPEG	0.000000
231	9	24	stimulus	n03079230_33060.JPEG	0.000000
240	9	25	stimulus	n04254680_10097.JPEG	0.000000
249	9	26	stimulus	n03642806_15854.JPEG	0.000000
258	9	27	stimulus	n01639765_40261.JPEG	0.000000
267	9	28	stimulus	n02799175_7198.JPEG	0.000000
276	9	29	stimulus	n03721384_14643.JPEG	0.000000
285	9	30	stimulus	n02233338_3494.JPEG	0.000000
294	9	31	stimulus	n01833805_9089.JPEG	0.000000
303	9	32	stimulus	n04587559_6132.JPEG	0.000000
312	9	33	stimulus	n04233124_24091.JPEG	0.000000
321	9	34	stimulus	n03467796_5051.JPEG	0.000000
330	9	35	stimulus	n02131653_6220.JPEG	0.000000
339	9	36	stimulus	n07734017_2386.JPEG	0.000000
348	9	37	stimulus	n11978233_28156.JPEG	0.000000
357	9	38	stimulus	n04412416_14153.JPEG	0.000000
366	9	39	stimulus	n04412416_14153.JPEG	368.141158
375	9	40	stimulus	n02084071_27182.JPEG	0.000000
384	9	41	stimulus	n03063599_3835.JPEG	0.000000
393	9	42	stimulus	n02800213_15518.JPEG	0.000000
402	9	43	stimulus	n02802215_21594.JPEG	0.000000
411	9	44	stimulus	n04086273_37855.JPEG	0.000000
420	9	45	stimulus	n03793489_7412.JPEG	0.000000
429	9	46	stimulus	n02346627_22283.JPEG	0.000000
438	9	47	stimulus	n02974003_6740.JPEG	0.000000
447	9	48	stimulus	n04070727_21435.JPEG	0.000000
456	9	49	stimulus	n03918737_8191.JPEG	0.000000
465	9	50	stimulus	n03445777_10587.JPEG	0.000000
474	9	51	stimulus	n03085219_7432.JPEG	0.000000
483	9	52	stimulus	n03085219_7432.JPEG	485.188488
492	9	53	stimulus	n03400231_8108.JPEG	0.000000
501	9	54	stimulus	n02472293_46249.JPEG	0.000000
510	9	55	stimulus	n03760671_9669.JPEG	0.000000
519	9	56	stimulus	n01970164_12603.JPEG	0.000000
528	6	57	rest	n/a	0.000000
