onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n02068974_13351.JPEG	0.000000
42	9	3	stimulus	n02766534_137.JPEG	48.041610
51	9	4	stimulus	n02480855_11704.JPEG	0.000000
60	9	5	stimulus	n04180888_3216.JPEG	0.000000
69	9	6	stimulus	n03760671_12018.JPEG	0.000000
78	9	7	stimulus	n04612026_7911.JPEG	0.000000
87	9	8	stimulus	n04612026_7911.JPEG	88.041638
96	9	9	stimulus	n02054036_7221.JPEG	0.000000
105	9	10	stimulus	n03792782_7077.JPEG	0.000000
114	9	11	stimulus	n02974003_9408.JPEG	0.000000
123	9	12	stimulus	n03886762_11269.JPEG	0.000000
132	9	13	stimulus	n03982430_38731.JPEG	0.000000
141	9	14	stimulus	n03079230_33060.JPEG	0.000000
150	9	15	stimulus	n04070727_21435.JPEG	0.000000
159	9	16	stimulus	n07758680_11558.JPEG	0.000000
168	9	17	stimulus	n02374451_17284.JPEG	0.000000
177	9	18	stimulus	n04412416_14153.JPEG	0.000000
186	9	19	stimulus	n01770393_28281.JPEG	0.000000
195	9	20	stimulus	n03472535_4373.JPEG	0.000000
204	9	21	stimulus	n01944390_20670.JPEG	0.000000
213	9	22	stimulus	n04123740_10780.JPEG	0.000000
222	9	23	stimulus	n02346627_10311.JPEG	0.000000
231	9	24	stimulus	n07756951_13102.JPEG	0.000000
240	9	25	stimulus	n03743279_4728.JPEG	0.000000
249	9	26	stimulus	n02998003_7121.JPEG	0.000000
258	9	27	stimulus	n02998003_7121.JPEG	259.046220
267	9	28	stimulus	n03543603_7440.JPEG	0.000000
276	9	29	stimulus	n04442312_13628.JPEG	0.000000
285	9	30	stimulus	n03607659_7355.JPEG	0.000000
294	9	31	stimulus	n02943871_4136.JPEG	0.000000
303	9	32	stimulus	n12596148_4136.JPEG	0.000000
312	9	33	stimulus	n03494278_27938.JPEG	0.000000
321	9	34	stimulus	n03261776_16887.JPEG	0.000000
330	9	35	stimulus	n04313503_21714.JPEG	0.000000
339	9	36	stimulus	n04442441_5660.JPEG	0.000000
348	9	37	stimulus	n04477387_7671.JPEG	0.000000
357	9	38	stimulus	n02236241_5223.JPEG	0.000000
366	9	39	stimulus	n02236241_5223.JPEG	367.091636
375	9	40	stimulus	n03609235_1655.JPEG	0.000000
384	9	41	stimulus	n01726692_8752.JPEG	0.000000
393	9	42	stimulus	n02843158_6490.JPEG	0.000000
402	9	43	stimulus	n03335030_14253.JPEG	0.000000
411	9	44	stimulus	n03335030_14253.JPEG	412.043177
420	9	45	stimulus	n04376876_14622.JPEG	0.000000
429	9	46	stimulus	n04482393_18295.JPEG	0.000000
438	9	47	stimulus	n04482393_18295.JPEG	439.037985
447	9	48	stimulus	n04320973_12980.JPEG	0.000000
456	9	49	stimulus	n04409806_16250.JPEG	0.000000
465	9	50	stimulus	n03623556_20302.JPEG	0.000000
474	9	51	stimulus	n03038480_7843.JPEG	0.000000
483	9	52	stimulus	n04113406_19025.JPEG	0.000000
492	9	53	stimulus	n04233124_14971.JPEG	0.000000
501	9	54	stimulus	n01784675_15784.JPEG	0.000000
510	9	55	stimulus	n04409515_8358.JPEG	0.000000
519	9	56	stimulus	n03642806_13072.JPEG	0.000000
528	6	57	rest	null	0.000000
