onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n02432983_13166.JPEG	0.000000
42	9	3	stimulus	n04419073_11767.JPEG	0.000000
51	9	4	stimulus	n04419073_11767.JPEG	52.047826
60	9	5	stimulus	n12582231_39329.JPEG	0.000000
69	9	6	stimulus	n02131653_6220.JPEG	0.000000
78	9	7	stimulus	n03612010_9076.JPEG	0.000000
87	9	8	stimulus	n01704323_8767.JPEG	0.000000
96	9	9	stimulus	n03345487_4927.JPEG	0.000000
105	9	10	stimulus	n04146614_6366.JPEG	0.000000
114	9	11	stimulus	n03483823_6872.JPEG	0.000000
123	9	12	stimulus	n03665924_8249.JPEG	0.000000
132	9	13	stimulus	n03837869_8484.JPEG	0.000000
141	9	14	stimulus	n01787835_11338.JPEG	0.000000
150	9	15	stimulus	n01787835_11338.JPEG	151.039225
159	9	16	stimulus	n02808440_1235.JPEG	0.000000
168	9	17	stimulus	n03512147_3723.JPEG	0.000000
177	9	18	stimulus	n02508213_13042.JPEG	0.000000
186	9	19	stimulus	n03918737_16966.JPEG	0.000000
195	9	20	stimulus	n03085013_20689.JPEG	0.000000
204	9	21	stimulus	n02005790_5354.JPEG	0.000000
213	9	22	stimulus	n03790512_13675.JPEG	0.000000
222	9	23	stimulus	n01518878_7579.JPEG	0.000000
231	9	24	stimulus	n04044716_7225.JPEG	0.000000
240	9	25	stimulus	n01664990_19129.JPEG	0.000000
249	9	26	stimulus	n04254680_2701.JPEG	0.000000
258	9	27	stimulus	n04254680_2701.JPEG	259.050829
267	9	28	stimulus	n04255586_449.JPEG	0.000000
276	9	29	stimulus	n02445715_12246.JPEG	0.000000
285	9	30	stimulus	n02226429_9440.JPEG	0.000000
294	9	31	stimulus	n01877134_11344.JPEG	0.000000
303	9	32	stimulus	n04591713_5928.JPEG	0.000000
312	9	33	stimulus	n02885462_13911.JPEG	0.000000
321	9	34	stimulus	n01639765_32862.JPEG	0.000000
330	9	35	stimulus	n01639765_32862.JPEG	331.047267
339	9	36	stimulus	n03815615_12836.JPEG	0.000000
348	9	37	stimulus	n02084071_27182.JPEG	0.000000
357	9	38	stimulus	n04086273_22571.JPEG	0.000000
366	9	39	stimulus	n04497801_8739.JPEG	0.000000
375	9	40	stimulus	n04497801_8739.JPEG	376.049536
384	9	41	stimulus	n13111881_10917.JPEG	0.000000
393	9	42	stimulus	n03209910_26897.JPEG	0.000000
402	9	43	stimulus	n01963571_28170.JPEG	0.000000
411	9	44	stimulus	n02090827_17605.JPEG	0.000000
420	9	45	stimulus	n03793489_7412.JPEG	0.000000
429	9	46	stimulus	n03436182_11486.JPEG	0.000000
438	9	47	stimulus	n04168199_10150.JPEG	0.000000
447	9	48	stimulus	n04284002_21913.JPEG	0.000000
456	9	49	stimulus	n03544143_7095.JPEG	0.000000
465	9	50	stimulus	n04398044_13032.JPEG	0.000000
474	9	51	stimulus	n03649909_42614.JPEG	0.000000
483	9	52	stimulus	n01768244_7012.JPEG	0.000000
492	9	53	stimulus	n04273569_14844.JPEG	0.000000
501	9	54	stimulus	n04401680_17952.JPEG	0.000000
510	9	55	stimulus	n03602883_12467.JPEG	0.000000
519	9	56	stimulus	n03467796_862.JPEG	0.000000
528	6	57	rest	n/a	0.000000
