onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n04146614_16469.JPEG	0.000000
42	9	3	stimulus	n03038480_199.JPEG	0.000000
51	9	4	stimulus	n04070727_9914.JPEG	0.000000
60	9	5	stimulus	n04070727_9914.JPEG	0.000000
69	9	6	stimulus	n04313503_19773.JPEG	0.000000
78	9	7	stimulus	n07734744_6229.JPEG	0.000000
87	9	8	stimulus	n03063599_3835.JPEG	0.000000
96	9	9	stimulus	n04284002_15184.JPEG	0.000000
105	9	10	stimulus	n02317335_21319.JPEG	0.000000
114	9	11	stimulus	n04197391_8396.JPEG	0.000000
123	9	12	stimulus	n02769748_33148.JPEG	0.000000
132	9	13	stimulus	n03646296_5631.JPEG	0.000000
141	9	14	stimulus	n12596148_6943.JPEG	0.000000
150	9	15	stimulus	n04320973_15299.JPEG	0.000000
159	9	16	stimulus	n03359137_44522.JPEG	0.000000
168	9	17	stimulus	n01784675_9652.JPEG	0.000000
177	9	18	stimulus	n04044716_12763.JPEG	0.000000
186	9	19	stimulus	n12582231_44661.JPEG	0.000000
195	9	20	stimulus	n03924679_11484.JPEG	0.000000
204	9	21	stimulus	n03085219_5196.JPEG	0.000000
213	9	22	stimulus	n07734017_12439.JPEG	0.000000
222	9	23	stimulus	n07734017_12439.JPEG	223.050501
231	9	24	stimulus	n02054036_12238.JPEG	0.000000
240	9	25	stimulus	n02054036_12238.JPEG	241.041637
249	9	26	stimulus	n04442441_1910.JPEG	0.000000
258	9	27	stimulus	n03209910_13490.JPEG	0.000000
267	9	28	stimulus	n03397947_4284.JPEG	0.000000
276	9	29	stimulus	n02472293_3508.JPEG	0.000000
285	9	30	stimulus	n04398044_18539.JPEG	0.000000
294	9	31	stimulus	n01833805_9089.JPEG	0.000000
303	9	32	stimulus	n03649909_19563.JPEG	0.000000
312	9	33	stimulus	n04419073_8965.JPEG	0.000000
321	9	34	stimulus	n04090263_5363.JPEG	0.000000
330	9	35	stimulus	n02800213_8939.JPEG	0.000000
339	9	36	stimulus	n03543603_5942.JPEG	0.000000
348	9	37	stimulus	n04401680_36641.JPEG	0.000000
357	9	38	stimulus	n04273569_4437.JPEG	0.000000
366	9	39	stimulus	n01963571_16954.JPEG	0.000000
375	9	40	stimulus	n04555897_39418.JPEG	0.000000
384	9	41	stimulus	n02508213_7987.JPEG	0.000000
393	9	42	stimulus	n02508213_7987.JPEG	394.039089
402	9	43	stimulus	n04254680_3842.JPEG	0.000000
411	9	44	stimulus	n02882647_18337.JPEG	0.000000
420	9	45	stimulus	n04154565_35063.JPEG	0.000000
429	9	46	stimulus	n03496296_14333.JPEG	0.000000
438	9	47	stimulus	n04591713_6759.JPEG	0.000000
447	9	48	stimulus	n02766534_13147.JPEG	0.000000
456	9	49	stimulus	n02766534_13147.JPEG	457.048080
465	9	50	stimulus	n04612026_770.JPEG	0.000000
474	9	51	stimulus	n02480855_16790.JPEG	0.000000
483	9	52	stimulus	n02943871_6541.JPEG	0.000000
492	9	53	stimulus	n01664990_7133.JPEG	0.000000
501	9	54	stimulus	n03436182_7185.JPEG	0.000000
510	9	55	stimulus	n03425413_16822.JPEG	0.000000
519	9	56	stimulus	n03815615_21684.JPEG	0.000000
528	6	57	rest	null	0.000000
