onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	4409515.002581	0.000000
42	9	3	stimulus	2692877.017833	0.000000
51	9	4	stimulus	3544143.001497	0.000000
60	9	5	stimulus	3544143.001497	61.037877
69	9	6	stimulus	1704323.009812	0.000000
78	9	7	stimulus	4412416.008901	0.000000
87	9	8	stimulus	3085219.004267	0.000000
96	9	9	stimulus	4113406.023511	0.000000
105	9	10	stimulus	4591713.002310	0.000000
114	9	11	stimulus	3837869.005857	0.000000
123	9	12	stimulus	4313503.021714	0.000000
132	9	13	stimulus	2974003.008812	0.000000
141	9	14	stimulus	1664990.019923	0.000000
150	9	15	stimulus	4398044.014381	0.000000
159	9	16	stimulus	4197391.015574	0.000000
168	9	17	stimulus	3746005.004914	0.000000
177	9	18	stimulus	3746005.004914	185.040301
186	9	19	stimulus	4320973.009400	0.000000
195	9	20	stimulus	4320973.009400	196.044211
204	9	21	stimulus	3721384.036929	0.000000
213	9	22	stimulus	3494278.027938	0.000000
222	9	23	stimulus	7758680.017888	0.000000
231	9	24	stimulus	2799175.009738	0.000000
240	9	25	stimulus	2799175.009738	241.029510
249	9	26	stimulus	2068974.004884	0.000000
258	9	27	stimulus	2802215.006616	0.000000
267	9	28	stimulus	4233124.014573	0.000000
276	9	29	stimulus	2841315.024352	0.000000
285	9	30	stimulus	1963571.019866	0.000000
294	9	31	stimulus	2481823.015941	0.000000
303	9	32	stimulus	4272054.015977	0.000000
312	9	33	stimulus	4272054.015977	313.042977
321	9	34	stimulus	3261776.025824	0.000000
330	9	35	stimulus	3436182.005137	0.000000
339	9	36	stimulus	2374451.011539	0.000000
348	9	37	stimulus	2843158.008492	0.000000
357	9	38	stimulus	2226429.017436	0.000000
366	9	39	stimulus	4401680.036641	0.000000
375	9	40	stimulus	4442441.005096	0.000000
384	9	41	stimulus	4086273.003464	0.000000
393	9	42	stimulus	3760671.006434	0.000000
402	9	43	stimulus	3609235.003801	0.000000
411	9	44	stimulus	3467796.004268	0.000000
420	9	45	stimulus	4044716.019527	0.000000
429	9	46	stimulus	2472293.013453	0.000000
438	9	47	stimulus	3359137.031119	0.000000
447	9	48	stimulus	2445715.005508	0.000000
456	9	49	stimulus	2054036.017099	0.000000
465	9	50	stimulus	4477387.007585	0.000000
474	9	51	stimulus	3335030.021952	0.000000
483	9	52	stimulus	2391049.010452	0.000000
492	9	53	stimulus	3445777.006926	0.000000
501	9	54	stimulus	4373894.041541	0.000000
510	9	55	stimulus	3792782.008413	0.000000
519	9	56	stimulus	3649909.019563	0.000000
528	6	57	rest	n/a	0.000000
