onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3649909.016050	0.000000
42	9	3	stimulus	3649909.016050	50.460576
51	9	4	stimulus	2808440.015163	0.000000
60	9	5	stimulus	3397947.008954	0.000000
69	9	6	stimulus	4044716.008619	0.000000
78	9	7	stimulus	3425413.020974	0.000000
87	9	8	stimulus	2445715.003558	0.000000
96	9	9	stimulus	1664990.019129	0.000000
105	9	10	stimulus	1784675.020773	0.000000
114	9	11	stimulus	3623556.017722	0.000000
123	9	12	stimulus	2766534.018271	0.000000
132	9	13	stimulus	1787835.013122	0.000000
141	9	14	stimulus	1787835.013122	141.514213
150	9	15	stimulus	3790512.041520	0.000000
159	9	16	stimulus	4482393.013270	0.000000
168	9	17	stimulus	4482393.013270	174.444947
177	9	18	stimulus	4497801.011780	0.000000
186	9	19	stimulus	3982430.026431	0.000000
195	9	20	stimulus	3544143.018625	0.000000
204	9	21	stimulus	3335030.041867	0.000000
213	9	22	stimulus	3187595.003646	0.000000
222	9	23	stimulus	2317335.030508	0.000000
231	9	24	stimulus	3079230.033060	0.000000
240	9	25	stimulus	4254680.010097	0.000000
249	9	26	stimulus	3642806.015854	0.000000
258	9	27	stimulus	1639765.040261	0.000000
267	9	28	stimulus	2799175.007198	0.000000
276	9	29	stimulus	3721384.014643	0.000000
285	9	30	stimulus	2233338.003494	0.000000
294	9	31	stimulus	1833805.009089	0.000000
303	9	32	stimulus	4587559.006132	0.000000
312	9	33	stimulus	4233124.024091	0.000000
321	9	34	stimulus	3467796.005051	0.000000
330	9	35	stimulus	2131653.006220	0.000000
339	9	36	stimulus	7734017.002386	0.000000
348	9	37	stimulus	11978233.028156	0.000000
357	9	38	stimulus	4412416.014153	0.000000
366	9	39	stimulus	4412416.014153	367.040737
375	9	40	stimulus	2084071.027182	0.000000
384	9	41	stimulus	3063599.003835	0.000000
393	9	42	stimulus	2800213.015518	0.000000
402	9	43	stimulus	2802215.021594	0.000000
411	9	44	stimulus	4086273.037855	0.000000
420	9	45	stimulus	3793489.007412	0.000000
429	9	46	stimulus	2346627.022283	0.000000
438	9	47	stimulus	2974003.006740	0.000000
447	9	48	stimulus	4070727.021435	0.000000
456	9	49	stimulus	3918737.008191	0.000000
465	9	50	stimulus	3445777.010587	0.000000
474	9	51	stimulus	3085219.007432	0.000000
483	9	52	stimulus	3085219.007432	485.490486
492	9	53	stimulus	3400231.008108	0.000000
501	9	54	stimulus	2472293.046249	0.000000
510	9	55	stimulus	3760671.009669	0.000000
519	9	56	stimulus	1970164.012603	0.000000
528	6	57	rest	n/a	0.000000
