onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	2769748.020423	0.000000
42	9	3	stimulus	4442441.004452	0.000000
51	9	4	stimulus	1855672.014080	0.000000
60	9	5	stimulus	1772222.010420	0.000000
69	9	6	stimulus	3255030.008996	0.000000
78	9	7	stimulus	2054036.009789	0.000000
87	9	8	stimulus	12596148.004874	0.000000
96	9	9	stimulus	3038480.001066	0.000000
105	9	10	stimulus	3541923.003237	0.000000
114	9	11	stimulus	3483823.007612	0.000000
123	9	12	stimulus	3924679.006907	0.000000
132	9	13	stimulus	12582231.018321	0.000000
141	9	14	stimulus	12582231.018321	142.029368
150	9	15	stimulus	2068974.002736	0.000000
159	9	16	stimulus	3261776.013358	0.000000
168	9	17	stimulus	7734744.018574	0.000000
177	9	18	stimulus	4409806.007672	0.000000
186	9	19	stimulus	4197391.006992	0.000000
195	9	20	stimulus	2692877.014682	0.000000
204	9	21	stimulus	3494278.030876	0.000000
213	9	22	stimulus	4442312.024134	0.000000
222	9	23	stimulus	4180888.003216	0.000000
231	9	24	stimulus	2226429.009440	0.000000
240	9	25	stimulus	2090827.011579	0.000000
249	9	26	stimulus	4320973.005946	0.000000
258	9	27	stimulus	4320973.005946	259.044980
267	9	28	stimulus	4113406.010672	0.000000
276	9	29	stimulus	1963571.019280	0.000000
285	9	30	stimulus	3665924.044847	0.000000
294	9	31	stimulus	3837869.007066	0.000000
303	9	32	stimulus	1518878.008432	0.000000
312	9	33	stimulus	3472535.004373	0.000000
321	9	34	stimulus	1704323.008767	0.000000
330	9	35	stimulus	2998003.007158	0.000000
339	9	36	stimulus	1726692.030357	0.000000
348	9	37	stimulus	1726692.030357	349.032350
357	9	38	stimulus	7758680.011558	0.000000
366	9	39	stimulus	2055803.007877	0.000000
375	9	40	stimulus	4409515.003798	0.000000
384	9	41	stimulus	4284002.015184	0.000000
393	9	42	stimulus	7756951.009462	0.000000
402	9	43	stimulus	7756951.009462	403.038301
411	9	44	stimulus	3646296.001689	0.000000
420	9	45	stimulus	1877134.011538	0.000000
429	9	46	stimulus	3345487.015782	0.000000
438	9	47	stimulus	3345487.015782	0.000000
447	9	48	stimulus	3543603.008721	0.000000
456	9	49	stimulus	2005790.007527	0.000000
465	9	50	stimulus	4009552.005313	0.000000
474	9	51	stimulus	2843158.004722	0.000000
483	9	52	stimulus	4123740.008706	0.000000
492	9	53	stimulus	3394916.030808	492.261933
501	9	54	stimulus	2432983.009121	0.000000
510	9	55	stimulus	2882647.020395	0.000000
519	9	56	stimulus	13111881.011914	0.000000
528	6	57	rest	n/a	0.000000
