onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3544143.004767	0.000000
42	9	3	stimulus	2480855.020865	0.000000
51	9	4	stimulus	2503517.007340	0.000000
60	9	5	stimulus	2503517.007340	61.104825
69	9	6	stimulus	4442441.003265	0.000000
78	9	7	stimulus	4086273.028013	0.000000
87	9	8	stimulus	4587559.011857	0.000000
96	9	9	stimulus	4113406.005900	0.000000
105	9	10	stimulus	2131653.002806	0.000000
114	9	11	stimulus	2769748.026776	0.000000
123	9	12	stimulus	4398044.010533	0.000000
132	9	13	stimulus	4398044.010533	133.032962
141	9	14	stimulus	3187595.009059	0.000000
150	9	15	stimulus	3038480.000320	0.000000
159	9	16	stimulus	2090827.009359	0.000000
168	9	17	stimulus	4373894.059446	0.000000
177	9	18	stimulus	2317335.011408	0.000000
186	9	19	stimulus	4284002.020945	0.000000
195	9	20	stimulus	4255586.002163	0.000000
204	9	21	stimulus	2346627.007809	0.000000
213	9	22	stimulus	2391049.002789	0.000000
222	9	23	stimulus	3612010.010712	0.000000
231	9	24	stimulus	3886762.014788	0.000000
240	9	25	stimulus	3792782.013140	0.000000
249	9	26	stimulus	1664990.018293	0.000000
258	9	27	stimulus	2799175.013505	0.000000
267	9	28	stimulus	4273569.016391	0.000000
276	9	29	stimulus	3623556.008389	0.000000
285	9	30	stimulus	3743279.004728	0.000000
294	9	31	stimulus	4123740.007009	0.000000
303	9	32	stimulus	4409806.016250	0.000000
312	9	33	stimulus	2800213.021205	0.000000
321	9	34	stimulus	2800213.021205	322.464508
330	9	35	stimulus	3209910.005373	0.000000
339	9	36	stimulus	1726692.021053	0.000000
348	9	37	stimulus	2692877.031838	0.000000
357	9	38	stimulus	4154565.017456	0.000000
366	9	39	stimulus	1518878.007346	0.000000
375	9	40	stimulus	2814860.033006	0.000000
384	9	41	stimulus	3649909.042614	0.000000
393	9	42	stimulus	2808440.001235	0.000000
402	9	43	stimulus	2766534.021124	0.000000
411	9	44	stimulus	3642806.022775	0.000000
420	9	45	stimulus	3642806.022775	427.039031
429	9	46	stimulus	4313503.019773	0.000000
438	9	47	stimulus	3394916.036485	0.000000
447	9	48	stimulus	3793489.005265	0.000000
456	9	49	stimulus	3924679.009951	0.000000
465	9	50	stimulus	3345487.004927	0.000000
474	9	51	stimulus	2998003.005381	0.000000
483	9	52	stimulus	11978233.025018	0.000000
492	9	53	stimulus	4497801.019746	0.000000
501	9	54	stimulus	3472535.021289	0.000000
510	9	55	stimulus	3472535.021289	511.176681
519	9	56	stimulus	3950228.018190	0.000000
528	6	57	rest	n/a	0.000000
