onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3792782.013140	0.000000
42	9	3	stimulus	4477387.009242	0.000000
51	9	4	stimulus	4587559.011491	0.000000
60	9	5	stimulus	3623556.017722	0.000000
69	9	6	stimulus	3623556.017722	70.033887
78	9	7	stimulus	3467796.003445	0.000000
87	9	8	stimulus	3602883.016220	0.000000
96	9	9	stimulus	1855672.015310	0.000000
105	9	10	stimulus	2799175.014140	0.000000
114	9	11	stimulus	3085219.007432	0.000000
123	9	12	stimulus	4233124.024091	0.000000
132	9	13	stimulus	4233124.024091	133.043518
141	9	14	stimulus	2943871.010058	0.000000
150	9	15	stimulus	3079230.020064	0.000000
159	9	16	stimulus	1704323.009172	0.000000
168	9	17	stimulus	3607659.003955	0.000000
177	9	18	stimulus	12596148.005651	0.000000
186	9	19	stimulus	1772222.016161	0.000000
195	9	20	stimulus	4591713.005442	0.000000
204	9	21	stimulus	4591713.005442	205.040300
213	9	22	stimulus	2472293.000131	0.000000
222	9	23	stimulus	4320973.007391	0.000000
231	9	24	stimulus	2503517.005673	0.000000
240	9	25	stimulus	4254680.001190	0.000000
249	9	26	stimulus	2226429.014311	0.000000
258	9	27	stimulus	3924679.009951	0.000000
267	9	28	stimulus	3924679.009951	268.033022
276	9	29	stimulus	2054036.019199	0.000000
285	9	30	stimulus	4225987.013452	0.000000
294	9	31	stimulus	3494278.029023	0.000000
303	9	32	stimulus	4197391.006992	0.000000
312	9	33	stimulus	1768244.007788	0.000000
321	9	34	stimulus	3918737.027172	0.000000
330	9	35	stimulus	4409515.003798	0.000000
339	9	36	stimulus	7758680.014681	0.000000
348	9	37	stimulus	3612010.010712	0.000000
357	9	38	stimulus	2841315.016314	0.000000
366	9	39	stimulus	2802215.006616	0.000000
375	9	40	stimulus	2374451.012720	0.000000
384	9	41	stimulus	3085013.022686	0.000000
393	9	42	stimulus	3063599.004784	0.000000
402	9	43	stimulus	1787835.009197	0.000000
411	9	44	stimulus	4442441.007248	0.000000
420	9	45	stimulus	3038480.000279	0.000000
429	9	46	stimulus	7756951.017656	0.000000
438	9	47	stimulus	3397947.002934	0.000000
447	9	48	stimulus	4009552.018384	0.000000
456	9	49	stimulus	3543603.009964	0.000000
465	9	50	stimulus	2974003.008115	0.000000
474	9	51	stimulus	2439033.017123	0.000000
483	9	52	stimulus	2439033.017123	484.039635
492	9	53	stimulus	4090263.016066	0.000000
501	9	54	stimulus	3642806.015854	0.000000
510	9	55	stimulus	3793489.013628	0.000000
519	9	56	stimulus	3425413.020014	0.000000
528	6	57	rest	n/a	0.000000
