onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	2481823.018421	0.000000
42	9	3	stimulus	4284002.014660	0.000000
51	9	4	stimulus	4146614.010473	0.000000
60	9	5	stimulus	4009552.008947	0.000000
69	9	6	stimulus	3602883.022505	0.000000
78	9	7	stimulus	1833805.012045	0.000000
87	9	8	stimulus	4373894.016025	0.000000
96	9	9	stimulus	4591713.001761	0.000000
105	9	10	stimulus	4591713.001761	106.410342
114	9	11	stimulus	3609235.003138	0.000000
123	9	12	stimulus	4113406.028754	0.000000
132	9	13	stimulus	4123740.013353	0.000000
141	9	14	stimulus	4123740.013353	142.041049
150	9	15	stimulus	2432983.018327	0.000000
159	9	16	stimulus	4376876.016171	0.000000
168	9	17	stimulus	3209910.005373	0.000000
177	9	18	stimulus	3607659.001968	0.000000
186	9	19	stimulus	3792782.016817	0.000000
195	9	20	stimulus	3400231.024528	0.000000
204	9	21	stimulus	2317335.006776	0.000000
213	9	22	stimulus	1639765.052902	0.000000
222	9	23	stimulus	2480855.013432	0.000000
231	9	24	stimulus	2480855.013432	232.029090
240	9	25	stimulus	2439033.009911	0.000000
249	9	26	stimulus	1855672.013449	0.000000
258	9	27	stimulus	7758680.013497	0.000000
267	9	28	stimulus	4442441.007198	0.000000
276	9	29	stimulus	4044716.008619	0.000000
285	9	30	stimulus	2799175.011275	0.000000
294	9	31	stimulus	2799175.011275	295.038150
303	9	32	stimulus	1944390.020511	0.000000
312	9	33	stimulus	1944390.020511	313.029123
321	9	34	stimulus	2998003.007158	0.000000
330	9	35	stimulus	3623556.005157	0.000000
339	9	36	stimulus	1772222.012605	0.000000
348	9	37	stimulus	2005790.009371	0.000000
357	9	38	stimulus	1787835.012178	0.000000
366	9	39	stimulus	3541923.004023	0.000000
375	9	40	stimulus	4409515.022109	0.000000
384	9	41	stimulus	1768244.010258	0.000000
393	9	42	stimulus	2800213.017884	0.000000
402	9	43	stimulus	4273569.010766	0.000000
411	9	44	stimulus	3760671.008944	0.000000
420	9	45	stimulus	2814860.018911	0.000000
429	9	46	stimulus	4409806.007672	0.000000
438	9	47	stimulus	2346627.017176	0.000000
447	9	48	stimulus	4612026.010008	0.000000
456	9	49	stimulus	3746005.004198	0.000000
465	9	50	stimulus	4233124.014573	0.000000
474	9	51	stimulus	3886762.014788	0.000000
483	9	52	stimulus	2068974.006018	0.000000
492	9	53	stimulus	3496296.009005	0.000000
501	9	54	stimulus	3085013.023944	0.000000
510	9	55	stimulus	1664990.010648	0.000000
519	9	56	stimulus	4168199.010839	0.000000
528	6	57	rest	n/a	0.000000
