onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	4090263.024512	0.000000
42	9	3	stimulus	3924679.009022	0.000000
51	9	4	stimulus	3394916.026448	0.000000
60	9	5	stimulus	3187595.017111	0.000000
69	9	6	stimulus	3472535.021289	0.000000
78	9	7	stimulus	1787835.012357	0.000000
87	9	8	stimulus	2090827.005708	0.000000
96	9	9	stimulus	3436182.012885	0.000000
105	9	10	stimulus	13111881.006560	0.000000
114	9	11	stimulus	7758680.019085	0.000000
123	9	12	stimulus	4313503.017853	0.000000
132	9	13	stimulus	4313503.017853	133.039731
141	9	14	stimulus	1770393.018012	0.000000
150	9	15	stimulus	3483823.003411	0.000000
159	9	16	stimulus	2799175.013505	0.000000
168	9	17	stimulus	1768244.008871	0.000000
177	9	18	stimulus	1645776.008522	0.000000
186	9	19	stimulus	2236241.007166	0.000000
195	9	20	stimulus	4591713.002310	0.000000
204	9	21	stimulus	12596148.003502	0.000000
213	9	22	stimulus	12596148.003502	214.040140
222	9	23	stimulus	4086273.014599	0.000000
231	9	24	stimulus	4320973.005946	0.000000
240	9	25	stimulus	3746005.005789	0.000000
249	9	26	stimulus	2346627.005663	0.000000
258	9	27	stimulus	3609235.007270	0.000000
267	9	28	stimulus	3815615.005104	0.000000
276	9	29	stimulus	2769748.052896	0.000000
285	9	30	stimulus	1772222.012097	0.000000
294	9	31	stimulus	1772222.012097	295.040537
303	9	32	stimulus	2233338.017552	0.000000
312	9	33	stimulus	3512147.000489	0.000000
321	9	34	stimulus	4612026.006008	0.000000
330	9	35	stimulus	4477387.002204	0.000000
339	9	36	stimulus	4477387.002204	340.042482
348	9	37	stimulus	3792782.034550	0.000000
357	9	38	stimulus	2802215.017477	0.000000
366	9	39	stimulus	4409806.014144	0.000000
375	9	40	stimulus	1639765.047681	0.000000
384	9	41	stimulus	2005790.011191	0.000000
393	9	42	stimulus	4123740.012463	0.000000
402	9	43	stimulus	3721384.003497	0.000000
411	9	44	stimulus	3038480.006604	0.000000
420	9	45	stimulus	3886762.009466	0.000000
429	9	46	stimulus	3544143.018625	0.000000
438	9	47	stimulus	4146614.004965	0.000000
447	9	48	stimulus	4373894.051904	0.000000
456	9	49	stimulus	4273569.018096	0.000000
465	9	50	stimulus	1833805.007892	0.000000
474	9	51	stimulus	3467796.006847	0.000000
483	9	52	stimulus	3445777.010587	0.000000
492	9	53	stimulus	3445777.010587	493.039944
501	9	54	stimulus	2084071.034874	0.000000
510	9	55	stimulus	4497801.006187	0.000000
519	9	56	stimulus	2814860.033006	0.000000
528	6	57	rest	n/a	0.000000
