onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	1784675.013237	0.000000
42	9	3	stimulus	4272054.038478	0.000000
51	9	4	stimulus	3472535.010217	0.000000
60	9	5	stimulus	4044716.013601	0.000000
69	9	6	stimulus	1770393.010195	0.000000
78	9	7	stimulus	2814860.016731	0.000000
87	9	8	stimulus	2481823.015941	0.000000
96	9	9	stimulus	3544143.011110	0.000000
105	9	10	stimulus	3721384.006760	0.000000
114	9	11	stimulus	3646296.004808	0.000000
123	9	12	stimulus	3445777.008313	0.000000
132	9	13	stimulus	3609235.003801	0.000000
141	9	14	stimulus	3609235.003801	0.000000
150	9	15	stimulus	2084071.028249	0.000000
159	9	16	stimulus	1833805.013268	0.000000
168	9	17	stimulus	4419073.017022	0.000000
177	9	18	stimulus	2843158.007756	0.000000
186	9	19	stimulus	2800213.011791	0.000000
195	9	20	stimulus	3335030.018236	0.000000
204	9	21	stimulus	3512147.007137	0.000000
213	9	22	stimulus	3790512.041520	0.000000
222	9	23	stimulus	2480855.009990	0.000000
231	9	24	stimulus	3746005.004914	0.000000
240	9	25	stimulus	1877134.010662	0.000000
249	9	26	stimulus	4482393.026587	0.000000
258	9	27	stimulus	4376876.028833	0.000000
267	9	28	stimulus	3261776.013358	0.000000
276	9	29	stimulus	4255586.003274	0.000000
285	9	30	stimulus	1639765.044823	0.000000
294	9	31	stimulus	1639765.044823	295.033521
303	9	32	stimulus	4313503.022884	0.000000
312	9	33	stimulus	2391049.002286	0.000000
321	9	34	stimulus	12582231.021170	0.000000
330	9	35	stimulus	3187595.000091	0.000000
339	9	36	stimulus	3187595.000091	340.035787
348	9	37	stimulus	3541923.003237	0.000000
357	9	38	stimulus	2317335.017604	0.000000
366	9	39	stimulus	2317335.017604	367.030140
375	9	40	stimulus	4154565.015261	0.000000
384	9	41	stimulus	2346627.012197	0.000000
393	9	42	stimulus	2055803.006095	0.000000
402	9	43	stimulus	4070727.016664	0.000000
411	9	44	stimulus	2068974.017710	0.000000
420	9	45	stimulus	1645776.008879	0.000000
429	9	46	stimulus	2445715.017475	0.000000
438	9	47	stimulus	4146614.003266	0.000000
447	9	48	stimulus	2508213.003777	0.000000
456	9	49	stimulus	3209910.000157	0.000000
465	9	50	stimulus	3760671.007895	0.000000
474	9	51	stimulus	4086273.010362	0.000000
483	9	52	stimulus	1944390.018585	0.000000
492	9	53	stimulus	3496296.010113	0.000000
501	9	54	stimulus	2692877.007319	0.000000
510	9	55	stimulus	2233338.003494	0.000000
519	9	56	stimulus	2233338.003494	520.044064
528	6	57	rest	n/a	0.000000
