onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n03760671_12753.JPEG	0.000000
42	9	3	stimulus	n03746005_7486.JPEG	0.000000
51	9	4	stimulus	n03649909_16050.JPEG	0.000000
60	9	5	stimulus	n03445777_9793.JPEG	0.000000
69	9	6	stimulus	n03815615_29630.JPEG	0.000000
78	9	7	stimulus	n02090827_9359.JPEG	0.000000
87	9	8	stimulus	n04113406_25414.JPEG	0.000000
96	9	9	stimulus	n01963571_7996.JPEG	0.000000
105	9	10	stimulus	n04376876_11868.JPEG	0.000000
114	9	11	stimulus	n04477387_4979.JPEG	0.000000
123	9	12	stimulus	n02472293_24267.JPEG	0.000000
132	9	13	stimulus	n04612026_7179.JPEG	0.000000
141	9	14	stimulus	n04612026_7179.JPEG	142.032994
150	9	15	stimulus	n03359137_41860.JPEG	0.000000
159	9	16	stimulus	n04255586_62.JPEG	0.000000
168	9	17	stimulus	n02391049_3228.JPEG	0.000000
177	9	18	stimulus	n04591713_3315.JPEG	0.000000
186	9	19	stimulus	n03607659_1318.JPEG	0.000000
195	9	20	stimulus	n02843158_5377.JPEG	0.000000
204	9	21	stimulus	n04482393_6359.JPEG	0.000000
213	9	22	stimulus	n03950228_16044.JPEG	0.000000
222	9	23	stimulus	n03467796_4268.JPEG	0.000000
231	9	24	stimulus	n03079230_8270.JPEG	0.000000
240	9	25	stimulus	n03793489_5265.JPEG	0.000000
249	9	26	stimulus	n01664990_19923.JPEG	0.000000
258	9	27	stimulus	n01664990_19923.JPEG	259.032089
267	9	28	stimulus	n02766534_18271.JPEG	0.000000
276	9	29	stimulus	n03543603_4306.JPEG	0.000000
285	9	30	stimulus	n03494278_30876.JPEG	0.000000
294	9	31	stimulus	n04154565_10692.JPEG	0.000000
303	9	32	stimulus	n02814860_39856.JPEG	0.000000
312	9	33	stimulus	n03496296_14114.JPEG	0.000000
321	9	34	stimulus	n04442312_19042.JPEG	0.000000
330	9	35	stimulus	n07758680_17888.JPEG	0.000000
339	9	36	stimulus	n04409806_13419.JPEG	0.000000
348	9	37	stimulus	n04409806_13419.JPEG	0.000000
357	9	38	stimulus	n01639765_37122.JPEG	0.000000
366	9	39	stimulus	n12596148_6386.JPEG	0.000000
375	9	40	stimulus	n03646296_7086.JPEG	0.000000
384	9	41	stimulus	n03261776_27103.JPEG	0.000000
393	9	42	stimulus	n02481823_12066.JPEG	0.000000
402	9	43	stimulus	n02481823_12066.JPEG	403.041307
411	9	44	stimulus	n04398044_35327.JPEG	0.000000
420	9	45	stimulus	n03918737_19975.JPEG	0.000000
429	9	46	stimulus	n02974003_4448.JPEG	0.000000
438	9	47	stimulus	n02974003_4448.JPEG	439.039871
447	9	48	stimulus	n01704323_10239.JPEG	0.000000
456	9	49	stimulus	n04123740_15423.JPEG	0.000000
465	9	50	stimulus	n02068974_106.JPEG	0.000000
474	9	51	stimulus	n03085219_3690.JPEG	0.000000
483	9	52	stimulus	n02808440_43249.JPEG	0.000000
492	9	53	stimulus	n02802215_13634.JPEG	0.000000
501	9	54	stimulus	n04197391_13706.JPEG	0.000000
510	9	55	stimulus	n02236241_14526.JPEG	0.000000
519	9	56	stimulus	n03038480_320.JPEG	0.000000
528	6	57	rest	null	0.000000
