onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n02317335_14310.JPEG	0.000000
42	9	3	stimulus	n04612026_2384.JPEG	0.000000
51	9	4	stimulus	n02808440_48297.JPEG	0.000000
60	9	5	stimulus	n01877134_11102.JPEG	0.000000
69	9	6	stimulus	n03646296_7798.JPEG	0.000000
78	9	7	stimulus	n03646296_7798.JPEG	79.044688
87	9	8	stimulus	n03397947_9823.JPEG	0.000000
96	9	9	stimulus	n03494278_38237.JPEG	0.000000
105	9	10	stimulus	n03494278_38237.JPEG	106.039334
114	9	11	stimulus	n03950228_37563.JPEG	0.000000
123	9	12	stimulus	n02802215_9364.JPEG	0.000000
132	9	13	stimulus	n03512147_23.JPEG	0.000000
141	9	14	stimulus	n02692877_10393.JPEG	0.000000
150	9	15	stimulus	n03543603_8721.JPEG	0.000000
159	9	16	stimulus	n07756951_17047.JPEG	0.000000
168	9	17	stimulus	n04225987_6162.JPEG	0.000000
177	9	18	stimulus	n04587559_12714.JPEG	0.000000
186	9	19	stimulus	n04587559_12714.JPEG	187.039785
195	9	20	stimulus	n02472293_46249.JPEG	0.000000
204	9	21	stimulus	n04442441_5096.JPEG	0.000000
213	9	22	stimulus	n02481823_5715.JPEG	0.000000
222	9	23	stimulus	n03623556_8389.JPEG	0.000000
231	9	24	stimulus	n04373894_41541.JPEG	0.000000
240	9	25	stimulus	n04284002_20945.JPEG	0.000000
249	9	26	stimulus	n04442312_16618.JPEG	0.000000
258	9	27	stimulus	n12596148_7468.JPEG	0.000000
267	9	28	stimulus	n03079230_26890.JPEG	0.000000
276	9	29	stimulus	n03982430_21511.JPEG	0.000000
285	9	30	stimulus	n03255030_1413.JPEG	0.000000
294	9	31	stimulus	n03359137_31119.JPEG	0.000000
303	9	32	stimulus	n02374451_11539.JPEG	0.000000
312	9	33	stimulus	n02374451_11539.JPEG	313.259774
321	9	34	stimulus	n04233124_13344.JPEG	0.000000
330	9	35	stimulus	n02445715_10261.JPEG	0.000000
339	9	36	stimulus	n13111881_6054.JPEG	0.000000
348	9	37	stimulus	n03609235_10979.JPEG	0.000000
357	9	38	stimulus	n03541923_2848.JPEG	0.000000
366	9	39	stimulus	n04070727_23757.JPEG	0.000000
375	9	40	stimulus	n04398044_31041.JPEG	0.000000
384	9	41	stimulus	n07734017_8706.JPEG	0.000000
393	9	42	stimulus	n07734017_8706.JPEG	394.042782
402	9	43	stimulus	n04419073_7644.JPEG	0.000000
411	9	44	stimulus	n03837869_5857.JPEG	0.000000
420	9	45	stimulus	n04555897_23902.JPEG	0.000000
429	9	46	stimulus	n04090263_13803.JPEG	0.000000
438	9	47	stimulus	n03790512_12009.JPEG	0.000000
447	9	48	stimulus	n04123740_16246.JPEG	0.000000
456	9	49	stimulus	n03792782_30141.JPEG	0.000000
465	9	50	stimulus	n02439033_4722.JPEG	0.000000
474	9	51	stimulus	n03760671_10975.JPEG	0.000000
483	9	52	stimulus	n02131653_2806.JPEG	0.000000
492	9	53	stimulus	n02090827_13480.JPEG	0.000000
501	9	54	stimulus	n01833805_12155.JPEG	0.000000
510	9	55	stimulus	n02766534_64673.JPEG	0.000000
519	9	56	stimulus	n04168199_10620.JPEG	0.000000
528	6	57	rest	null	0.000000
