onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	7756951.014073	0.000000
42	9	3	stimulus	7756951.014073	43.208382
51	9	4	stimulus	3063599.004061	0.000000
60	9	5	stimulus	4373894.031776	0.000000
69	9	6	stimulus	4233124.012727	0.000000
78	9	7	stimulus	2233338.009484	0.000000
87	9	8	stimulus	4587559.013336	0.000000
96	9	9	stimulus	3544143.004767	0.000000
105	9	10	stimulus	2054036.009789	0.000000
114	9	11	stimulus	4320973.014553	0.000000
123	9	12	stimulus	4442441.006478	0.000000
132	9	13	stimulus	3623556.012791	0.000000
141	9	14	stimulus	3623556.012791	142.031412
150	9	15	stimulus	4401680.022803	0.000000
159	9	16	stimulus	3187595.009059	0.000000
168	9	17	stimulus	3187595.009059	169.042952
177	9	18	stimulus	4273569.006437	0.000000
186	9	19	stimulus	1518878.007346	0.000000
195	9	20	stimulus	11978233.018962	0.000000
204	9	21	stimulus	2055803.009893	0.000000
213	9	22	stimulus	2769748.043506	0.000000
222	9	23	stimulus	4412416.017390	0.000000
231	9	24	stimulus	3665924.055985	0.000000
240	9	25	stimulus	3255030.004834	0.000000
249	9	26	stimulus	2885462.012304	0.000000
258	9	27	stimulus	2226429.011460	0.000000
267	9	28	stimulus	1787835.013550	0.000000
276	9	29	stimulus	1833805.012464	0.000000
285	9	30	stimulus	7734744.005146	0.000000
294	9	31	stimulus	3837869.009127	0.000000
303	9	32	stimulus	3790512.035174	0.000000
312	9	33	stimulus	2374451.015307	0.000000
321	9	34	stimulus	4284002.010270	0.000000
330	9	35	stimulus	2799175.015904	0.000000
339	9	36	stimulus	3602883.014315	0.000000
348	9	37	stimulus	3642806.017261	0.000000
357	9	38	stimulus	2800213.021205	0.000000
366	9	39	stimulus	2800213.021205	367.042004
375	9	40	stimulus	4070727.023827	0.000000
384	9	41	stimulus	3394916.023304	0.000000
393	9	42	stimulus	7734017.018410	0.000000
402	9	43	stimulus	4009552.010330	0.000000
411	9	44	stimulus	2882647.020395	0.000000
420	9	45	stimulus	4555897.030092	0.000000
429	9	46	stimulus	4409515.005752	0.000000
438	9	47	stimulus	4180888.011100	0.000000
447	9	48	stimulus	3792782.008413	0.000000
456	9	49	stimulus	3400231.002908	0.000000
465	9	50	stimulus	1855672.014080	0.000000
474	9	51	stimulus	2503517.010053	0.000000
483	9	52	stimulus	2503517.010053	484.040985
492	9	53	stimulus	2439033.014148	0.000000
501	9	54	stimulus	3609235.004455	0.000000
510	9	55	stimulus	2317335.011408	0.000000
519	9	56	stimulus	2508213.016531	0.000000
528	6	57	rest	n/a	0.000000
