onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3063599.003234	0.000000
42	9	3	stimulus	4197391.018597	0.000000
51	9	4	stimulus	2131653.007902	0.000000
60	9	5	stimulus	3397947.004284	0.000000
69	9	6	stimulus	4442441.006478	0.000000
78	9	7	stimulus	2843158.005600	0.000000
87	9	8	stimulus	4273569.017297	0.000000
96	9	9	stimulus	4273569.017297	97.322230
105	9	10	stimulus	7758680.015982	0.000000
114	9	11	stimulus	2391049.002286	0.000000
123	9	12	stimulus	3541923.004374	0.000000
132	9	13	stimulus	4044716.006288	0.000000
141	9	14	stimulus	3612010.000871	0.000000
150	9	15	stimulus	4146614.009889	0.000000
159	9	16	stimulus	3609235.007271	0.000000
168	9	17	stimulus	4070727.023827	0.000000
177	9	18	stimulus	3918737.004580	0.000000
186	9	19	stimulus	1704323.010239	0.000000
195	9	20	stimulus	1704323.010239	196.347040
204	9	21	stimulus	3261776.027103	0.000000
213	9	22	stimulus	3982430.029809	0.000000
222	9	23	stimulus	1970164.014781	0.000000
231	9	24	stimulus	4225987.012703	0.000000
240	9	25	stimulus	2317335.024617	0.000000
249	9	26	stimulus	4482393.026587	0.000000
258	9	27	stimulus	2090827.005708	0.000000
267	9	28	stimulus	2766534.064673	0.000000
276	9	29	stimulus	4419073.013393	0.000000
285	9	30	stimulus	4419073.013393	0.000000
294	9	31	stimulus	3623556.016837	0.000000
303	9	32	stimulus	3335030.041914	0.000000
312	9	33	stimulus	2503517.010053	0.000000
321	9	34	stimulus	4376876.013235	0.000000
330	9	35	stimulus	3425413.021553	0.000000
339	9	36	stimulus	3425413.021553	340.360009
348	9	37	stimulus	1645776.009361	0.000000
357	9	38	stimulus	4477387.002204	0.000000
366	9	39	stimulus	2800213.017884	0.000000
375	9	40	stimulus	3543603.002363	0.000000
384	9	41	stimulus	4412416.007597	0.000000
393	9	42	stimulus	2084071.023836	0.000000
402	9	43	stimulus	13111881.010917	0.000000
411	9	44	stimulus	2808440.038805	0.000000
420	9	45	stimulus	4233124.013344	0.000000
429	9	46	stimulus	2692877.019950	0.000000
438	9	47	stimulus	12596148.004136	0.000000
447	9	48	stimulus	4587559.013463	0.000000
456	9	49	stimulus	3436182.009434	0.000000
465	9	50	stimulus	4086273.010362	0.000000
474	9	51	stimulus	2974003.009408	0.000000
483	9	52	stimulus	4009552.015796	0.000000
492	9	53	stimulus	3721384.006760	0.000000
501	9	54	stimulus	3721384.006760	505.311989
510	9	55	stimulus	3837869.009127	0.000000
519	9	56	stimulus	2054036.007221	0.000000
528	6	57	rest	n/a	0.000000
