onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3400231.013472	0.000000
42	9	3	stimulus	4086273.022571	0.000000
51	9	4	stimulus	3544143.003031	0.000000
60	9	5	stimulus	3646296.004808	0.000000
69	9	6	stimulus	2843158.009764	0.000000
78	9	7	stimulus	2131653.010825	0.000000
87	9	8	stimulus	3494278.042246	0.000000
96	9	9	stimulus	3837869.006421	0.000000
105	9	10	stimulus	3541923.004023	0.000000
114	9	11	stimulus	4146614.010473	0.000000
123	9	12	stimulus	3918737.027172	0.000000
132	9	13	stimulus	2841315.035046	0.000000
141	9	14	stimulus	4587559.007411	0.000000
150	9	15	stimulus	3642806.013072	0.000000
159	9	16	stimulus	3746005.004198	0.000000
168	9	17	stimulus	1768244.009890	0.000000
177	9	18	stimulus	7756951.017047	0.000000
186	9	19	stimulus	4225987.013452	0.000000
195	9	20	stimulus	2882647.013757	0.000000
204	9	21	stimulus	2882647.013757	206.369830
213	9	22	stimulus	3607659.003955	0.000000
222	9	23	stimulus	2800213.008939	0.000000
231	9	24	stimulus	1770393.021218	0.000000
240	9	25	stimulus	4090263.024512	0.000000
249	9	26	stimulus	2236241.008966	0.000000
258	9	27	stimulus	4376876.010149	0.000000
267	9	28	stimulus	2226429.011460	0.000000
276	9	29	stimulus	2432983.016049	0.000000
285	9	30	stimulus	3079230.013074	0.000000
294	9	31	stimulus	4180888.001515	0.000000
303	9	32	stimulus	12596148.007468	0.000000
312	9	33	stimulus	4272054.038478	0.000000
321	9	34	stimulus	4272054.038478	323.285057
330	9	35	stimulus	4255586.000449	0.000000
339	9	36	stimulus	4409515.008358	0.000000
348	9	37	stimulus	3394916.041444	0.000000
357	9	38	stimulus	4497801.000760	0.000000
366	9	39	stimulus	3886762.007939	0.000000
375	9	40	stimulus	3886762.007939	377.140718
384	9	41	stimulus	2233338.013505	0.000000
393	9	42	stimulus	3187595.005735	0.000000
402	9	43	stimulus	2391049.007263	0.000000
411	9	44	stimulus	2508213.005695	0.000000
420	9	45	stimulus	4123740.015423	0.000000
429	9	46	stimulus	1772222.012605	0.000000
438	9	47	stimulus	1772222.012605	440.284260
447	9	48	stimulus	4373894.043971	0.000000
456	9	49	stimulus	1784675.022328	0.000000
465	9	50	stimulus	2808440.043249	0.000000
474	9	51	stimulus	2054036.019199	0.000000
483	9	52	stimulus	3602883.022505	0.000000
492	9	53	stimulus	3472535.010217	0.000000
501	9	54	stimulus	3472535.010217	503.258185
510	9	55	stimulus	2439033.017123	0.000000
519	9	56	stimulus	3335030.054164	0.000000
528	6	57	rest	n/a	0.000000
