onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n03063599_3234.JPEG	0.000000
42	9	3	stimulus	n04197391_18597.JPEG	0.000000
51	9	4	stimulus	n02131653_7902.JPEG	0.000000
60	9	5	stimulus	n03397947_4284.JPEG	0.000000
69	9	6	stimulus	n04442441_6478.JPEG	0.000000
78	9	7	stimulus	n02843158_5600.JPEG	0.000000
87	9	8	stimulus	n04273569_17297.JPEG	0.000000
96	9	9	stimulus	n04273569_17297.JPEG	98.215605
105	9	10	stimulus	n07758680_15982.JPEG	0.000000
114	9	11	stimulus	n02391049_2286.JPEG	0.000000
123	9	12	stimulus	n03541923_4374.JPEG	0.000000
132	9	13	stimulus	n04044716_6288.JPEG	0.000000
141	9	14	stimulus	n03612010_871.JPEG	0.000000
150	9	15	stimulus	n04146614_9889.JPEG	0.000000
159	9	16	stimulus	n03609235_7271.JPEG	0.000000
168	9	17	stimulus	n04070727_23827.JPEG	0.000000
177	9	18	stimulus	n03918737_4580.JPEG	0.000000
186	9	19	stimulus	n01704323_10239.JPEG	0.000000
195	9	20	stimulus	n01704323_10239.JPEG	197.240712
204	9	21	stimulus	n03261776_27103.JPEG	0.000000
213	9	22	stimulus	n03982430_29809.JPEG	0.000000
222	9	23	stimulus	n01970164_14781.JPEG	0.000000
231	9	24	stimulus	n04225987_12703.JPEG	0.000000
240	9	25	stimulus	n02317335_24617.JPEG	0.000000
249	9	26	stimulus	n04482393_26587.JPEG	0.000000
258	9	27	stimulus	n02090827_5708.JPEG	0.000000
267	9	28	stimulus	n02766534_64673.JPEG	0.000000
276	9	29	stimulus	n04419073_13393.JPEG	0.000000
285	9	30	stimulus	n04419073_13393.JPEG	287.278350
294	9	31	stimulus	n03623556_16837.JPEG	0.000000
303	9	32	stimulus	n03335030_41914.JPEG	0.000000
312	9	33	stimulus	n02503517_10053.JPEG	0.000000
321	9	34	stimulus	n04376876_13235.JPEG	0.000000
330	9	35	stimulus	n03425413_21553.JPEG	0.000000
339	9	36	stimulus	n03425413_21553.JPEG	341.151255
348	9	37	stimulus	n01645776_9361.JPEG	0.000000
357	9	38	stimulus	n04477387_2204.JPEG	0.000000
366	9	39	stimulus	n02800213_17884.JPEG	0.000000
375	9	40	stimulus	n03543603_2363.JPEG	0.000000
384	9	41	stimulus	n04412416_7597.JPEG	0.000000
393	9	42	stimulus	n02084071_23836.JPEG	0.000000
402	9	43	stimulus	n13111881_10917.JPEG	0.000000
411	9	44	stimulus	n02808440_38805.JPEG	0.000000
420	9	45	stimulus	n04233124_13344.JPEG	0.000000
429	9	46	stimulus	n02692877_19950.JPEG	0.000000
438	9	47	stimulus	n12596148_4136.JPEG	0.000000
447	9	48	stimulus	n04587559_13463.JPEG	0.000000
456	9	49	stimulus	n03436182_9434.JPEG	0.000000
465	9	50	stimulus	n04086273_10362.JPEG	0.000000
474	9	51	stimulus	n02974003_9408.JPEG	0.000000
483	9	52	stimulus	n04009552_15796.JPEG	0.000000
492	9	53	stimulus	n03721384_6760.JPEG	0.000000
501	9	54	stimulus	n03721384_6760.JPEG	503.403253
510	9	55	stimulus	n03837869_9127.JPEG	0.000000
519	9	56	stimulus	n02054036_7221.JPEG	0.000000
528	6	57	rest	n/a	0.000000
