onset	duration	trial_no	event_type	category_id	category_name	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	3	2	cue	2416519	n02416519	13	52.384085	5.0
36	15	2	imagery	2416519	n02416519	13	52.384085	5.0
51	3	2	evaluation	2416519	n02416519	13	52.384085	5.0
54	3	2	inter_rest	2416519	n02416519	13	52.384085	5.0
57	3	3	cue	1443537	n01443537	1	76.477499	5.0
60	15	3	imagery	1443537	n01443537	1	76.477499	5.0
75	3	3	evaluation	1443537	n01443537	1	76.477499	5.0
78	3	3	inter_rest	1443537	n01443537	1	76.477499	5.0
81	3	4	cue	3122295	n03122295	24	100.320596	5.0
84	15	4	imagery	3122295	n03122295	24	100.320596	5.0
99	3	4	evaluation	3122295	n03122295	24	100.320596	5.0
102	3	4	inter_rest	3122295	n03122295	24	100.320596	5.0
105	3	5	cue	1976957	n01976957	7	124.397704	5.0
108	15	5	imagery	1976957	n01976957	7	124.397704	5.0
123	3	5	evaluation	1976957	n01976957	7	124.397704	5.0
126	3	5	inter_rest	1976957	n01976957	7	124.397704	5.0
129	3	6	cue	2916179	n02916179	20	148.490988	5.0
132	15	6	imagery	2916179	n02916179	20	148.490988	5.0
147	3	6	evaluation	2916179	n02916179	20	148.490988	5.0
150	3	6	inter_rest	2916179	n02916179	20	148.490988	5.0
153	3	7	cue	2128385	n02128385	9	172.735840	5.0
156	15	7	imagery	2128385	n02128385	9	172.735840	5.0
171	3	7	evaluation	2128385	n02128385	9	172.735840	5.0
174	3	7	inter_rest	2128385	n02128385	9	172.735840	5.0
177	3	8	cue	4252077	n04252077	43	196.930395	5.0
180	15	8	imagery	4252077	n04252077	43	196.930395	5.0
195	3	8	evaluation	4252077	n04252077	43	196.930395	5.0
198	3	8	inter_rest	4252077	n04252077	43	196.930395	5.0
201	3	9	cue	2190790	n02190790	11	220.973580	4.0
204	15	9	imagery	2190790	n02190790	11	220.973580	4.0
219	3	9	evaluation	2190790	n02190790	11	220.973580	4.0
222	3	9	inter_rest	2190790	n02190790	11	220.973580	4.0
225	3	10	cue	3272010	n03272010	27	244.981087	4.0
228	15	10	imagery	3272010	n03272010	27	244.981087	4.0
243	3	10	evaluation	3272010	n03272010	27	244.981087	4.0
246	3	10	inter_rest	3272010	n03272010	27	244.981087	4.0
249	3	11	cue	3767745	n03767745	39	268.757651	4.0
252	15	11	imagery	3767745	n03767745	39	268.757651	4.0
267	3	11	evaluation	3767745	n03767745	39	268.757651	4.0
270	3	11	inter_rest	3767745	n03767745	39	268.757651	4.0
273	3	12	cue	2882301	n02882301	19	292.253033	5.0
276	15	12	imagery	2882301	n02882301	19	292.253033	5.0
291	3	12	evaluation	2882301	n02882301	19	292.253033	5.0
294	3	12	inter_rest	2882301	n02882301	19	292.253033	5.0
297	3	13	cue	4297750	n04297750	45	316.312202	5.0
300	15	13	imagery	4297750	n04297750	45	316.312202	5.0
315	3	13	evaluation	4297750	n04297750	45	316.312202	5.0
318	3	13	inter_rest	4297750	n04297750	45	316.312202	5.0
321	3	14	cue	4572121	n04572121	50	340.656004	5.0
324	15	14	imagery	4572121	n04572121	50	340.656004	5.0
339	3	14	evaluation	4572121	n04572121	50	340.656004	5.0
342	3	14	inter_rest	4572121	n04572121	50	340.656004	5.0
345	3	15	cue	3761084	n03761084	38	364.997754	4.0
348	15	15	imagery	3761084	n03761084	38	364.997754	4.0
363	3	15	evaluation	3761084	n03761084	38	364.997754	4.0
366	3	15	inter_rest	3761084	n03761084	38	364.997754	4.0
369	3	16	cue	4554684	n04554684	49	388.140995	5.0
372	15	16	imagery	4554684	n04554684	49	388.140995	5.0
387	3	16	evaluation	4554684	n04554684	49	388.140995	5.0
390	3	16	inter_rest	4554684	n04554684	49	388.140995	5.0
393	3	17	cue	4387400	n04387400	46	412.151199	5.0
396	15	17	imagery	4387400	n04387400	46	412.151199	5.0
411	3	17	evaluation	4387400	n04387400	46	412.151199	5.0
414	3	17	inter_rest	4387400	n04387400	46	412.151199	5.0
417	3	18	cue	4533802	n04533802	48	437.129333	4.0
