onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n01772222_16161.JPEG	0.000000
42	9	3	stimulus	n02090827_17605.JPEG	0.000000
51	9	4	stimulus	n01855672_15809.JPEG	0.000000
60	9	5	stimulus	n03345487_8958.JPEG	0.000000
69	9	6	stimulus	n02481823_8477.JPEG	0.000000
78	9	7	stimulus	n04497801_3101.JPEG	0.000000
87	9	8	stimulus	n04320973_10759.JPEG	0.000000
96	9	9	stimulus	n04090263_6394.JPEG	0.000000
105	9	10	stimulus	n02800213_11791.JPEG	0.000000
114	9	11	stimulus	n04254680_10170.JPEG	0.000000
123	9	12	stimulus	n03085013_23944.JPEG	0.000000
132	9	13	stimulus	n01784675_13237.JPEG	0.000000
141	9	14	stimulus	n01784675_13237.JPEG	142.032089
150	9	15	stimulus	n04255586_4487.JPEG	0.000000
159	9	16	stimulus	n03496296_12686.JPEG	0.000000
168	9	17	stimulus	n03079230_20064.JPEG	0.000000
177	9	18	stimulus	n03815615_5104.JPEG	0.000000
186	9	19	stimulus	n07734744_5653.JPEG	0.000000
195	9	20	stimulus	n02885462_19412.JPEG	0.000000
204	9	21	stimulus	n02131653_12495.JPEG	0.000000
213	9	22	stimulus	n03335030_18236.JPEG	0.000000
222	9	23	stimulus	n01645776_8522.JPEG	0.000000
231	9	24	stimulus	n12596148_6943.JPEG	0.000000
240	9	25	stimulus	n04168199_9862.JPEG	0.000000
249	9	26	stimulus	n03793489_11217.JPEG	0.000000
258	9	27	stimulus	n01877134_8213.JPEG	0.000000
267	9	28	stimulus	n13111881_15726.JPEG	0.000000
276	9	29	stimulus	n04373894_31776.JPEG	0.000000
285	9	30	stimulus	n04233124_18339.JPEG	0.000000
294	9	31	stimulus	n04233124_18339.JPEG	295.029198
303	9	32	stimulus	n01770393_29944.JPEG	0.000000
312	9	33	stimulus	n04044716_13601.JPEG	0.000000
321	9	34	stimulus	n03544143_11110.JPEG	0.000000
330	9	35	stimulus	n03261776_24181.JPEG	0.000000
339	9	36	stimulus	n03261776_24181.JPEG	340.031138
348	9	37	stimulus	n03038480_6604.JPEG	0.000000
357	9	38	stimulus	n03494278_40471.JPEG	0.000000
366	9	39	stimulus	n03494278_40471.JPEG	367.042293
375	9	40	stimulus	n03359137_16646.JPEG	0.000000
384	9	41	stimulus	n04555897_7654.JPEG	0.000000
393	9	42	stimulus	n04419073_21368.JPEG	0.000000
402	9	43	stimulus	n04409515_6804.JPEG	0.000000
411	9	44	stimulus	n02769748_15626.JPEG	0.000000
420	9	45	stimulus	n03483823_5222.JPEG	0.000000
429	9	46	stimulus	n04070727_16664.JPEG	0.000000
438	9	47	stimulus	n02882647_20819.JPEG	0.000000
447	9	48	stimulus	n02802215_4806.JPEG	0.000000
456	9	49	stimulus	n03760671_10975.JPEG	0.000000
465	9	50	stimulus	n04272054_61432.JPEG	0.000000
474	9	51	stimulus	n03543603_7440.JPEG	0.000000
483	9	52	stimulus	n03609235_10979.JPEG	0.000000
492	9	53	stimulus	n02055803_5499.JPEG	0.000000
501	9	54	stimulus	n01833805_12045.JPEG	0.000000
510	9	55	stimulus	n02998003_1995.JPEG	0.000000
519	9	56	stimulus	n02998003_1995.JPEG	520.039440
528	6	57	rest	null	0.000000
