onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n03209910_3841.JPEG	0.000000
42	9	3	stimulus	n04320973_14553.JPEG	0.000000
51	9	4	stimulus	n02317335_17604.JPEG	0.000000
60	9	5	stimulus	n13111881_28475.JPEG	0.000000
69	9	6	stimulus	n03612010_16528.JPEG	0.000000
78	9	7	stimulus	n07734017_4118.JPEG	0.000000
87	9	8	stimulus	n04482393_14854.JPEG	0.000000
96	9	9	stimulus	n01645776_10758.JPEG	0.000000
105	9	10	stimulus	n04254680_3842.JPEG	0.000000
114	9	11	stimulus	n03665924_26158.JPEG	0.000000
123	9	12	stimulus	n01970164_23221.JPEG	0.000000
132	9	13	stimulus	n01970164_23221.JPEG	133.044912
141	9	14	stimulus	n02998003_2616.JPEG	0.000000
150	9	15	stimulus	n03255030_11168.JPEG	0.000000
159	9	16	stimulus	n03982430_6951.JPEG	0.000000
168	9	17	stimulus	n02692877_11314.JPEG	0.000000
177	9	18	stimulus	n02346627_12197.JPEG	0.000000
186	9	19	stimulus	n03815615_8756.JPEG	0.000000
195	9	20	stimulus	n04409806_13419.JPEG	0.000000
204	9	21	stimulus	n07758680_12418.JPEG	0.000000
213	9	22	stimulus	n07758680_12418.JPEG	214.028650
222	9	23	stimulus	n03085013_22686.JPEG	0.000000
231	9	24	stimulus	n03543603_6861.JPEG	0.000000
240	9	25	stimulus	n12582231_21170.JPEG	0.000000
249	9	26	stimulus	n01833805_13294.JPEG	0.000000
258	9	27	stimulus	n04612026_6008.JPEG	0.000000
267	9	28	stimulus	n02802215_26105.JPEG	0.000000
276	9	29	stimulus	n01726692_8404.JPEG	0.000000
285	9	30	stimulus	n03359137_44522.JPEG	0.000000
294	9	31	stimulus	n03359137_44522.JPEG	295.029223
303	9	32	stimulus	n04009552_17201.JPEG	0.000000
312	9	33	stimulus	n03436182_12210.JPEG	0.000000
321	9	34	stimulus	n02068974_7285.JPEG	0.000000
330	9	35	stimulus	n03496296_10113.JPEG	0.000000
339	9	36	stimulus	n03496296_10113.JPEG	340.031263
348	9	37	stimulus	n04070727_18299.JPEG	0.000000
357	9	38	stimulus	n04168199_10150.JPEG	0.000000
366	9	39	stimulus	n03345487_11865.JPEG	0.000000
375	9	40	stimulus	n01944390_19503.JPEG	0.000000
384	9	41	stimulus	n01787835_13550.JPEG	0.000000
393	9	42	stimulus	n02480855_8638.JPEG	0.000000
402	9	43	stimulus	n02084071_14426.JPEG	0.000000
411	9	44	stimulus	n02374451_15307.JPEG	0.000000
420	9	45	stimulus	n02799175_15265.JPEG	0.000000
429	9	46	stimulus	n03793489_1565.JPEG	0.000000
438	9	47	stimulus	n03743279_7634.JPEG	0.000000
447	9	48	stimulus	n03063599_4784.JPEG	0.000000
456	9	49	stimulus	n02005790_10287.JPEG	0.000000
465	9	50	stimulus	n03261776_40091.JPEG	0.000000
474	9	51	stimulus	n04273569_18096.JPEG	0.000000
483	9	52	stimulus	n04401680_17952.JPEG	0.000000
492	9	53	stimulus	n04401680_17952.JPEG	493.028279
501	9	54	stimulus	n04442441_7198.JPEG	0.000000
510	9	55	stimulus	n04591713_5442.JPEG	0.000000
519	9	56	stimulus	n02503517_8447.JPEG	0.000000
528	6	57	rest	null	0.000000
