onset	duration	trial_no	event_type	image_file	response_time
0	33	1	rest	null	0.000000
33	9	2	stimulus	n03792782_30141.JPEG	0.000000
42	9	3	stimulus	n02885462_17169.JPEG	0.000000
51	9	4	stimulus	n03790512_14883.JPEG	0.000000
60	9	5	stimulus	n04419073_8965.JPEG	0.000000
69	9	6	stimulus	n03609235_3138.JPEG	0.000000
78	9	7	stimulus	n04113406_19025.JPEG	0.000000
87	9	8	stimulus	n03397947_6288.JPEG	0.000000
96	9	9	stimulus	n03483823_6332.JPEG	0.000000
105	9	10	stimulus	n11978233_20269.JPEG	0.000000
114	9	11	stimulus	n04154565_15261.JPEG	0.000000
123	9	12	stimulus	n01855672_13449.JPEG	0.000000
132	9	13	stimulus	n04477387_9242.JPEG	0.000000
141	9	14	stimulus	n04477387_9242.JPEG	142.031862
150	9	15	stimulus	n04197391_11231.JPEG	0.000000
159	9	16	stimulus	n03038480_2196.JPEG	0.000000
168	9	17	stimulus	n02055803_9018.JPEG	0.000000
177	9	18	stimulus	n02055803_9018.JPEG	178.080978
186	9	19	stimulus	n03085219_5196.JPEG	0.000000
195	9	20	stimulus	n03085219_5196.JPEG	0.000000
204	9	21	stimulus	n01704323_10031.JPEG	0.000000
213	9	22	stimulus	n02481823_5715.JPEG	0.000000
222	9	23	stimulus	n02814860_30610.JPEG	0.000000
231	9	24	stimulus	n04233124_14971.JPEG	0.000000
240	9	25	stimulus	n01639765_52902.JPEG	0.000000
249	9	26	stimulus	n04442312_13628.JPEG	0.000000
258	9	27	stimulus	n03950228_27533.JPEG	0.000000
267	9	28	stimulus	n03445777_8313.JPEG	0.000000
276	9	29	stimulus	n01664990_13731.JPEG	0.000000
285	9	30	stimulus	n03760671_13659.JPEG	0.000000
294	9	31	stimulus	n04412416_6897.JPEG	0.000000
303	9	32	stimulus	n03467796_8303.JPEG	0.000000
312	9	33	stimulus	n02472293_5718.JPEG	0.000000
321	9	34	stimulus	n03512147_7137.JPEG	0.000000
330	9	35	stimulus	n03924679_3671.JPEG	0.000000
339	9	36	stimulus	n03623556_20302.JPEG	0.000000
348	9	37	stimulus	n03425413_16822.JPEG	0.000000
357	9	38	stimulus	n02445715_834.JPEG	0.000000
366	9	39	stimulus	n03649909_10010.JPEG	0.000000
375	9	40	stimulus	n01877134_11102.JPEG	0.000000
384	9	41	stimulus	n01877134_11102.JPEG	385.066845
393	9	42	stimulus	n02769748_32217.JPEG	0.000000
402	9	43	stimulus	n01963571_7996.JPEG	0.000000
411	9	44	stimulus	n02943871_6541.JPEG	0.000000
420	9	45	stimulus	n01518878_14910.JPEG	0.000000
429	9	46	stimulus	n04284002_14660.JPEG	0.000000
438	9	47	stimulus	n04284002_14660.JPEG	439.239672
447	9	48	stimulus	n02090827_13480.JPEG	0.000000
456	9	49	stimulus	n04555897_13510.JPEG	0.000000
465	9	50	stimulus	n04313503_22884.JPEG	0.000000
474	9	51	stimulus	n03721384_28561.JPEG	0.000000
483	9	52	stimulus	n02766534_13147.JPEG	0.000000
492	9	53	stimulus	n04398044_31041.JPEG	0.000000
501	9	54	stimulus	n02974003_1210.JPEG	0.000000
510	9	55	stimulus	n04044716_16479.JPEG	0.000000
519	9	56	stimulus	n07734744_13895.JPEG	0.000000
528	6	57	rest	null	0.000000
